id,type,series,series_length
442,sin(0.5x),-0.210837256037546 -1.93175751764455 -0.284986873060217 -0.656451008964324 -0.563961643775625 0.358459471815944 0.816941325737863 0.271061144450802 -0.194659225466039 -0.0786917151959757 1.20374486722325 0.752642394933394 2.16496391259673 0.730375517090154 0.303374939198076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
442,tanh(x),-1.10956997526425 -0.877725528960242 -0.572674386510467 -1.21438502898306 -2.02313946545104 -0.487235147925015 0.690165547514403 -0.0576896375371536 0.274126326556752 0.293559282251182 1.02435039871075 0.278356273717691 1.61256574927146 0.537986948819717 1.22772349968087 0.249944259703411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
442,sin(2x),-1.04555126886886 -0.277714567392381 -1.2043898882546 0.959442936237367 2.30257324160749 0.916256922222542 0.970941266898078 -0.166849982594453 -0.227014385156641 -0.458425754155228 -1.33747569547145 0.773691490780635 1.42608718751478 1.00303257423454 1.09959438696124 0.631422126836763 -0.546555777613398 -0.544776988611666 0.673108223676137 0.218870460454753 0.658941338085709 0.866517230964393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
443,sin(0.5x),-0.757748166212765 -0.353078642489937 -1.22994009059111 -0.491110633183944 -1.41348200182217 -0.580222945338756 -0.372444509023792 0.296405398650246 1.16058350534034 0.930350088247072 0.71277242501326 1.39112894922092 1.59794481677675 0.849464475885018 1.16413963428642 0.280930338226583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
443,tanh(x),-2.09735452164285 -1.23102411112787 -0.58139203041505 -1.12292406796462 -0.418350903870383 -1.13150858691276 -0.61133071827931 -0.691923052031054 -0.522783641236154 0.414329924771207 1.09676702517653 0.299599874846193 1.09711876652913 0.326800200977408 0.782837912972418 1.05335646210054 0.672376978213212 1.43940011845194 0.483901380999144 0.911587419129698 0.804710644151569 0.990964994449028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
443,sin(2x),0.121179885896488 0.204319355307957 -0.464509435812634 -0.924829471351767 1.36522937147947 0.655852286456072 1.32036051681699 0.489097570012097 -0.298371943573457 -0.886686140343873 -0.974641831116155 1.13241060946374 0.242541925578533 0.305262046037706 -0.610210945720661 -1.66000450197703 -0.279281324558609 0.369498505910033 -0.393898415261871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
444,sin(0.5x),-1.6174649639378 -1.31559156972443 -0.569722896656885 -0.729309563160792 -0.184295222914629 -1.66305783235895 -0.522059840987177 -0.950795496507292 0.314980386245768 0.150049825711888 0.169944073368611 -0.467760025769972 0.417734447147069 1.51940771247665 1.09922384947299 0.76857644673761 0.44407223553815 0.709475656949832 0.0207877694025088 0.530038528461967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
444,tanh(x),-0.0584693846302152 -0.316555272772623 -1.13984651151222 -1.07104703771275 -0.45995465478248 -0.671235725517402 -1.23372040491018 -0.0568717330944699 0.320368591453548 0.859292365279732 0.319363066816664 0.280580593795649 1.02509468034484 2.01299825796425 0.767943726065894 0.0609789740383958 1.80500575691616 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
444,sin(2x),-1.59920234579934 -0.0613770589259309 -1.72909238294578 0.308179611332121 1.04961924933132 -0.221976002678155 0.603163878407517 0.327885040819803 -0.852903736136485 -0.608261010280762 0.150532205883279 -1.37428036351347 0.677832464521801 0.967684843339333 0.517207590509726 0.571703422119809 -0.4428919288174 -0.963891544760763 0.598056367800803 0.704462989591111 0.584127428931917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
445,sin(0.5x),-0.788729292280674 -1.48560151894214 -0.770470253340856 -1.14330649674835 -0.65413742299761 -0.901599842162851 -1.05262915383529 -0.843132846510091 -0.440644048960851 -0.522134688113506 -0.983581610348768 -0.105984867012069 -0.085058211807106 0.320734842687715 -0.202423533055723 0.295718791466504 1.27200913013689 0.598303392493293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
445,tanh(x),-0.747966957017933 -1.27464039486228 -0.598864214344866 -1.11427482971919 -1.65427811195636 -0.495440250991213 0.0713600687745385 -0.623516759949676 -0.581035829205812 0.185626511478041 -0.324973283183258 0.326917725699005 0.501434557877114 1.63866815352839 0.412981780361148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
445,sin(2x),-0.702714677041485 -0.492991227791527 -1.3314965175137 -0.633809080120035 -0.405103773178313 1.42498560194544 0.958805527507981 1.2167683485251 -0.600865635002296 -1.55299350891705 -0.465842386239029 -0.660410321500103 1.09699217996919 -0.756636386749225 -1.22161280700573 -1.0011762798591 -0.0326749743850679 0.557563647975212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
446,sin(0.5x),-0.12920971472066 -0.901143289405094 -1.11352683392167 -0.254742100768931 -1.00337656346463 -0.647589630490716 -0.811982192852591 -1.18786698452596 0.170919649337509 0.602584691282525 1.0350561698622 1.09341482496774 0.874788786265105 1.43504494710648 1.83621985101563 1.36395208397765 0.37929975891039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
446,tanh(x),-0.44200838547489 -1.24032481567418 -0.714911066755606 0.0894134199149419 -1.32229673627168 -0.596524541887933 -0.239147617763563 -0.521819159566766 -0.898867077674552 -1.34686977406809 -1.28352042811335 -1.56714589458047 -1.051778220604 0.195564910476743 0.363662508687127 0.786465070445334 0.505286334631734 1.17689682996687 1.78341647943317 0.747680773683133 0.650337161699616 0.633838297535415 1.0310762410964 0.698450765296658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
446,sin(2x),0.0870162119012451 -0.964912954435975 0.157539010597188 1.74211706253872 0.738348914152392 -0.537861060582055 -0.665783059106659 -0.509403507359056 -1.36477688198408 -0.669089852296243 1.61051857139431 1.04232454533988 -0.165196211148324 -0.896237914972737 -0.25475028564741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
447,sin(0.5x),-0.462917637524293 -0.80045645011507 -1.07097917350159 -1.62309723253675 -0.424241951887665 -0.8932474399049 -0.389013363164386 1.02227301392892 -0.00819614775400757 0.863146461789663 1.10543397562255 1.23792565399054 1.51380939208114 0.238081528664436 1.13732963131544 1.19023785324858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
447,tanh(x),-0.699107380669885 -0.676649004075451 -1.08954907960754 -2.31424850646886 -1.58492943910132 -1.20846512414938 -0.2312487112653 1.15730744270823 0.55925617457231 0.72247281821596 0.89376831931703 0.326511058512277 1.24865677615948 0.269944035079434 1.10203631015269 0.296372267051643 0.940731880500431 0.590339207941125 1.35364750629238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
447,sin(2x),-0.795814164979763 -0.269988828722036 -1.28841322407469 -1.28364081231239 -0.301041749198077 -0.872342788416661 -1.33687453403156 1.2363535806722 -0.08066715481016 0.265743907490531 0.10049954722351 1.5505253922351 0.559915060228977 0.225427849099655 -0.665171463149393 0.1467441630554 -0.435630646966213 1.21928878101818 -0.199315033376044 -0.014972994790383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
448,sin(0.5x),-0.727169962331739 -0.817049610577764 -0.264825264708676 -0.443992740716533 -0.679626141159141 -1.33007734133117 -0.938228662606369 -1.83760063123483 -0.842809737370204 -1.03146345312207 -0.340084562386291 -0.60334555125155 -0.550939353214669 0.0293943236333241 -0.717870733303236 -0.237295712240802 0.432402103032726 0.960754810467964 0.80976474408419 0.509640079541603 1.14749813916617 1.57307859917106 0.229959662048469 1.37393355606454 1.17221336868113 0.368301296449032 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26
448,tanh(x),-1.24417642175197 -0.89482892290978 -1.28030198471405 -1.2539842773782 -1.51590240511583 -1.51365805587074 -1.09365280062614 -1.1609168970523 -1.16835905331855 -0.473135821644791 -0.361232284495582 -0.0556420242519424 0.380685427531955 -0.319271547898371 0.923286246402896 1.33201692293797 0.809573191635866 1.21442656547495 1.22438734520106 0.762472775911729 0.208929367766822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
448,sin(2x),0.749119463431813 -0.243797273973295 -0.501337070261156 -0.29314432073356 -0.302673354830316 0.301179707114408 1.56203350064044 0.379840379386331 1.17617998624738 0.567527056935501 -1.00353184205579 0.612187181281047 -0.177308381948484 -0.618509613606809 -1.19576283704935 -1.55712220082816 0.733836392079057 1.48250476919783 0.721918326507289 1.11902583822421 -0.581874440480765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
449,sin(0.5x),0.170113992252454 -0.398348176763692 -1.34996640241825 -1.25406127539873 -0.477907646239195 -1.10433895456186 -1.41454846846883 -1.19454933821652 -1.25876344898571 0.533869752873427 0.350281723241293 -0.0303235636818064 0.167193366120055 1.03835694364648 0.626015059045404 0.708885498790156 0.366450614173879 0.605949062596885 2.22729926576481 0.851684981729058 1.21805629594943 0.576797707840252 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
449,tanh(x),-0.968301959359265 -1.43462076337461 -1.80595033318937 -1.3053717768898 -1.52571407800803 -1.13187586857031 -1.57135404528248 -1.35794240630336 -0.479415915358239 -0.525951451318063 -0.508797107322244 -0.437674266480394 1.35089670887149 0.636950363600713 0.162785385615088 1.42976932325281 1.22588545101707 1.16965966077917 0.927087064994097 0.844387153501055 1.1557473131775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
449,sin(2x),-0.629852770862298 -0.859531806574501 0.640775351517392 0.642869703915965 1.13461058423347 0.796793187496249 0.32890867448609 -0.568033937027656 -0.838061932152162 0.677850852966502 1.67169357385487 0.87704707904917 0.164862871399485 0.42318950229924 0.235997577192835 0.309774411835093 0.925323604255838 0.91944585810306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
450,sin(0.5x),-0.990741731711462 -0.610950672896202 -0.583949514905368 -0.842858338110825 -1.21628761498298 -1.57585121288444 -0.576878721714108 -0.233767399912247 -1.37446353594069 -0.819442711754963 -0.433080968146963 0.255779527577694 0.400909378595988 0.870386827782786 0.742816392685917 0.0866970111211934 0.401142974485974 1.0737723869088 1.69369563781702 0.534844567279151 1.47080135514374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
450,tanh(x),-0.868362973757424 -1.06458833459813 -0.866008303900518 -0.838310649755934 -1.24717755747671 -0.932219110330845 0.96473180592614 -0.564467984341167 1.07219374603886 0.740793471237557 1.26331251569942 0.754080975032289 2.16102945486044 0.365840095567054 0.801672769947795 1.4627016240934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
450,sin(2x),-1.26475860676147 -0.593809946228931 -0.762286590073806 -0.944286930396142 0.493100745832025 0.944460460168803 1.10755621259244 1.0212315260921 0.35455260049368 -0.796575233962555 -0.0855522323451332 0.0285162285346313 -0.617606555144037 0.878361492208894 0.484155871385572 -0.7678159859706 -0.515929290209278 -1.72466215960998 0.42627142381299 1.08096740448015 2.11545447747352 2.23908534008084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
451,sin(0.5x),-1.33024123295457 -0.99193402811243 -1.36866808989824 -1.19435349729662 -0.68600446974335 -0.993335124691298 -0.579736955016852 -0.457991084600281 -0.573292046378587 -0.329417186494985 1.04367281962948 0.435935299041863 0.345072898032022 1.59766307607498 1.47826598127943 0.604071439003905 1.28226646739931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
451,tanh(x),-0.0216941762264584 -1.6570244464281 -1.70235534985917 -0.616165642565039 -0.365684521585129 -0.607936966367585 0.127549191767288 -0.971916204389755 -0.966326201404926 -0.301194733317606 1.21643709261159 0.351991631391321 0.0182568411322194 1.70692016975868 0.568387414332842 1.96063936659154 1.55533268814627 1.91417881956874 0.668406866081738 0.772641269477361 0.647135297578232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
451,sin(2x),-0.701977698943488 -0.0371064075972352 1.02666128463252 0.54540303324295 0.573324580507569 -0.541524781998525 -1.07112754950074 -0.718952458689905 -0.100462291916794 0.510722547475404 -0.814817106303654 -0.972833781302778 -0.233444405283483 0.487171470064393 -0.00845695285551895 0.875995287522167 -0.163758511891253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
452,sin(0.5x),-0.423703073669536 -1.74282342451424 -0.465599132857687 -0.939222237268051 -1.46663727302687 -0.990242687618774 -0.745424974995166 -0.318916524368404 -1.16597895386531 -0.156700050816476 0.0139195840011349 0.525306875044018 0.663205323274274 1.09223700806526 1.41280702788004 0.770077947259945 2.3543604169609 1.18672093810699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
452,tanh(x),-0.0870418058582934 -0.314917297187095 -0.831390813900314 -1.37437774167124 -1.38123556427302 -0.756551531137904 -1.4778165644802 -0.568744531590108 -0.653772154543737 -1.34813409315332 -0.592223347314412 -0.913431382859997 -0.388830935119471 -0.573807049984608 0.949450859259025 0.48479963379084 0.5320927658242 1.06971743385565 0.988496798510933 0.80408160023744 0.931039570862979 0.87307117217055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
452,sin(2x),-0.577405888421506 -0.170836552236381 -1.53150399246112 0.206238344926283 0.582355432813369 1.55729225093662 0.108234261131524 -0.112943687016829 -0.721943076884393 -0.591598002451325 0.0979777209059772 0.875290704709124 -1.2387629778725 -1.7430464760743 -1.1354066302363 -1.08616759425839 0.968933644332809 2.00547510208823 0.287992538038091 0.343521672827772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
453,sin(0.5x),-0.332617635811027 -1.95191480248649 -0.966901305832536 -1.43796022473747 -1.06912246518397 -0.777000084245667 -0.856983796158827 -1.56637908176065 0.142018589388227 -0.446256064984605 0.642451267753348 0.516285601826988 0.842155456645688 0.866371875434055 1.05480354996251 1.15436164446621 0.734406263362728 0.574406928287011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
453,tanh(x),-0.5158120893825 -2.48913591157192 -0.992470455033014 -1.08730383919383 -1.21631103483251 -1.0999093398671 -0.699480270684653 -1.55309604411653 -0.433763894503635 -0.34690090155444 0.619234200634321 0.975491676518191 0.567422186202081 1.59541181063635 1.82459014621702 0.687289592837684 1.3114674965657 1.08735807689268 1.52979083286629 0.90540217094357 0.80551489136188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
453,sin(2x),-0.216484454104865 -1.5618327153029 -1.28002474389632 0.0114925021688007 -0.636038712148824 1.19687731427567 1.78883338116579 0.848649868060254 -0.870906935743241 -1.16545467889656 -0.334806571871713 0.851885300392187 0.975400225813027 -1.27035046979409 -0.456029740424453 -0.488865901040762 0.919677872690364 1.00517278323943 1.91252114061326 0.145218478846886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
454,sin(0.5x),-1.82167416799397 -0.783889939293469 -1.01803993071111 -0.479664319733323 -1.0569437110959 -0.660543884961368 -0.72170266144802 0.405365021696887 0.507977665936772 1.30253951220014 0.312727755126509 0.8179716278875 0.934504733652897 0.0246013724666417 2.16912831060918 0.113156242176843 0.283734102182632 0.845156551889837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
454,tanh(x),-0.63502815972754 -0.825226059907263 -0.749066752781963 -1.70527241716639 -1.25689992742262 -0.546996568372341 -1.46380371305098 -1.13015389608148 0.24339620971899 0.144475287226601 0.646941923858121 1.38330321891539 1.05241945350292 1.05715400971328 0.946743713840768 1.44878131096385 1.68756337595996 0.657493902318965 0.447626869206002 0.576123294658611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
454,sin(2x),0.261295231884758 -0.463138937609027 -0.838367645274357 -1.0700702191327 0.369233439100309 0.377070415501409 0.18626230478385 -1.31049342990082 -0.141394765587622 0.400062129921478 0.448285608208976 0.489288587482247 1.10757017478669 -1.08723119424523 -1.35041692230561 -1.73892918129226 0.928593191714725 1.64451347632031 0.0866265496201938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
455,sin(0.5x),-1.92835235826835 -0.827304130849574 -0.793332558535742 -1.84297101395615 -0.686526085845326 -0.669243632023262 -0.622944334016494 -0.505041524026527 -0.57262055880277 -0.155378910877302 -0.215508454931255 0.477431590674367 0.799966743677275 0.699868612469583 1.22463972012963 1.11853443823206 1.15658463159947 0.103923653587333 0.624104687744859 1.24701666163253 1.38334691796983 0.883928620029369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
455,tanh(x),-0.527525223188448 -1.22237208823483 -1.32930419231137 -1.17298189668538 -1.29383641730459 -0.997689093564106 -0.668829238580593 -0.0391460660081104 -0.407537066853846 0.617958147183304 1.15527912721172 -0.173226092585995 -0.00495011016545011 1.57472132657486 0.907756454691047 1.58275609167011 1.41988379095604 1.17515938766651 1.25829708066664 0.971652622787787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
455,sin(2x),-1.07953992967763 -1.099416762763 0.534244283179879 -0.094760872863159 1.22601431168422 1.04449780821805 0.0951334177336927 -0.590017785864509 -1.20769480231327 -0.0526902487037683 1.22050950728476 0.909247537807542 0.829743933745023 -0.418821721738324 -0.0110417385051384 0.704072813435298 1.63976539697645 0.573893394967279 0.970241615646721 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
456,sin(0.5x),-0.424279389080217 -0.854417627896452 -1.11774836344197 -1.29642502418687 -1.09074888771672 -0.869837907171912 -0.350636905591414 -0.0802685203141085 -1.19544176291274 0.825939504348165 0.236557295592631 0.278252543208324 0.988712677984953 1.3551177607992 0.392259430801876 0.133156248422419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
456,tanh(x),-1.25923779842944 -0.275653540965387 -0.830042342994964 -0.639962031936452 -0.819874189567097 -0.408636044391501 -0.351928632087456 -1.11611845655739 -0.898942255800204 -0.417520923188918 -0.415187657710455 1.5285773843573 1.03386091029248 1.25574628137771 1.66412730341241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
456,sin(2x),-1.08822344295867 -1.55457375034024 -0.756618737289456 0.423485822245303 1.03106513481921 0.0307911128712517 0.384936223842242 0.749527951917783 1.43626003787669 1.02332673600767 -1.30608046126589 -1.15723594927005 -0.346751114398305 0.300119440515333 1.21050407209842 0.684360561598608 1.16171783966609 0.25587964748135 0.236128539857947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
457,sin(0.5x),-1.59756537968137 -0.73779081363419 -0.840408899604979 -0.411923080709086 -0.598162762051491 -0.33212808860197 -0.236616756377748 0.374406430425432 0.286591285145173 0.742180042651548 0.39832286315553 -0.0335569954015816 1.6873394162073 1.09066392854176 1.42572625793099 1.22444050624269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
457,tanh(x),-0.865092851719555 -0.930747184228565 0.0715883186588275 -0.516346587886414 -0.637308349056969 -0.607343464371801 -0.195997679915687 0.113863046375769 1.17363501359764 1.33742025748174 1.01829496902271 0.487099251256373 1.23430035149673 1.09238534056513 0.76631819231611 0.28172724029351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
457,sin(2x),0.143474070226382 -1.19825728778082 -1.00838526034231 -0.757289632244896 0.736174471769752 -1.07238329595059 -0.340468917520601 -0.972804899740066 1.50108359062894 0.862932999769019 -0.162694166963222 -0.50473415375076 0.262982162294694 1.28195437257684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
458,sin(0.5x),-1.66544771625195 -0.77435350390417 -0.202782330840092 -1.09862994866986 -1.32630605444728 -0.941433282863008 0.16902872633369 0.839205406926185 -0.327672414154706 -0.241238761367768 1.11598809267653 0.618360119588832 0.608205862628193 0.953787906338967 0.845905251452926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
458,tanh(x),-0.23490428167612 -0.948996562008105 -0.261142452143678 -1.4655427039354 -1.27116706438874 -2.60293033110557 -0.74200015682408 -0.680233148499707 -0.562131475165815 -0.342880746377038 0.301406395768681 0.39791396293634 0.0856796896100563 0.967767959275941 2.00540184922267 0.697359796436475 1.66140710709209 0.781009473025425 0.475538241771286 1.0798276476816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
458,sin(2x),0.00923876984135336 -1.30727306576808 -1.3213454345469 -0.879456122740774 1.16538557295871 0.382650436845309 -0.375894932555977 -0.868358041585775 -1.40752339328961 -1.44384776610168 -0.445994987337696 -0.249050557026523 1.37683988407609 1.35566837678761 1.22533526149781 0.122923556315123 -0.717807048061695 -0.826633897681828 -0.982745652782024 -0.812984980841754 0.588732123143951 0.791948942063177 -0.21812519048498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
459,sin(0.5x),-1.24814596592773 -1.65799294990113 -0.421747772621548 -0.886257758862596 -0.709439248572239 -0.594706290399062 -1.34393987616818 0.256340632569569 -0.257450520959886 0.204869281002002 0.445813035452781 -0.77037433322444 0.100696123732051 1.05277918475074 1.57309306585032 0.988797003576399 0.634733407054979 1.68753676515083 1.67919264577648 0.435689833740642 0.70931187180107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
459,tanh(x),-1.2876434983267 -1.06716158196865 -1.02585845135934 -1.68056435646703 -0.899944405833826 -1.85382108659313 -1.75417594646409 0.0130547011675854 0.760755953864951 0.903633043054739 1.74650792847579 0.447596476645876 0.909605140209304 -0.0453680529963347 1.29162296069528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
459,sin(2x),-1.07422078633483 -0.977342905517832 -1.29748783669608 0.328753058122066 1.165512654929 -0.0433279931858103 -1.39348363672294 -0.88619522192373 -0.902763239785159 0.302980010869179 0.535416286539086 1.08607938935497 0.118628230334011 -0.841694241090039 -0.315138014188098 0.82880499711634 0.883372054838627 1.19734026236816 1.31539667713377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
460,sin(0.5x),-0.308600723950234 -1.15125023931867 -0.994491896230738 -1.46182271140743 -1.0100329377092 -0.169143624042084 -0.621625333334472 -0.536514975986871 -0.320409444051502 1.06064226879915 0.562842189560059 0.0959404169219081 0.730083364168967 0.40636795118658 0.582266729367513 0.358769978376141 1.95408396964468 1.30211106538508 1.18337775203962 0.00721005027644472 2.0739560562172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
460,tanh(x),-1.61207475024136 -1.56049942070308 -1.54109651348952 -1.23626862755053 -0.204595964809302 -0.359095890507477 -0.540735822406816 -0.977290275889623 -0.443375288663349 0.137222271929605 -0.65514713001122 0.472560738058184 1.33076217307112 0.521211806295104 0.90330430203723 1.20997245901818 0.593572362847647 1.13990769900365 1.06088588088041 1.14416691250096 0.765256504137561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
460,sin(2x),-0.621715696004441 -0.517804011390906 -0.973459354851969 -1.47959667486959 0.319534408714714 0.259361274430128 0.338175537644625 0.282824830504519 -0.598762796107885 -0.484762949065725 -0.0162379684282418 0.539073272241316 1.76647620111912 0.0893007925083188 -0.436968541765539 0.986806976507458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
461,sin(0.5x),-0.995537579691885 -0.796200612601239 -1.51054724180108 -1.17301777809895 -1.25652914483301 -0.116961200003396 -0.328179566865419 -0.312147024928642 -0.1883818364297 0.368829193731596 0.185957637534041 1.14926338838881 0.503678844942245 1.21213052910817 2.15347874633355 1.33749348641986 0.539376519164344 0.465956222003629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
461,tanh(x),-0.51193312108809 -1.18476327268621 -1.19228646478141 -1.06063874218096 -1.4214937303152 -1.69130643033852 -1.24666793281176 -0.74988032858644 -0.654492038639035 0.188255946532179 -0.538180210155741 -0.43681958674154 0.448839385553964 0.655427768211544 1.17004441284671 1.46469465408831 0.620862785677029 0.95543093629931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
461,sin(2x),-1.20124639149968 0.417832171060315 0.688334483701308 0.773498778208223 0.894226352797476 1.04596509245689 0.0321710885907365 -0.48854115981547 -1.81579902726533 -0.92559329635417 -0.908298735261341 -0.906637587092976 -0.324420083949882 1.40961957562768 1.04017020630133 0.493288301192419 -0.567978461396915 -0.376743743715097 -0.138552807492708 1.08222719536955 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
462,sin(0.5x),-2.02462216817359 -1.15742495434404 -1.7099491986192 -0.982969262786047 -1.30705374687337 -0.587376797258025 -0.801559179443593 0.172830809046315 -0.734925526718569 1.15116555600958 0.354995467168442 0.460497645419367 0.939214893610818 1.08776364719104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
462,tanh(x),-0.791198392472239 -0.978703962838561 -0.736021097692186 -1.48810215181949 -1.52893357612757 -1.11421211083789 -0.939150187167696 -0.354384898991347 0.833501849176412 0.681828691797113 1.2207539492872 0.959866658855337 0.990072066011758 0.597816105140627 0.554142785324861 1.06302618270769 1.32311076122638 1.5759798653893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
462,sin(2x),0.466767865190939 -0.384101694430387 -0.685289289131762 -0.106165100186549 -0.487505329785607 0.941629175063386 0.44745885733962 0.107274992677154 -1.29186603922857 -0.356398764319297 -1.0762977762499 0.631109800186012 0.798923649869053 0.183407414724794 -0.110210388082291 -0.89252832620669 -0.303977104968803 1.72441119474208 1.21013709464118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
463,sin(0.5x),-1.62554944135597 -0.99693451966851 -0.870494857306185 -0.950209745291744 -0.580454693575718 -1.31227568611261 -0.441639599399187 -0.530516948030359 -0.541330113524437 -0.036604619308461 -0.231606199805497 0.872631061480121 0.941175128996252 0.0994426067765285 1.76708119870383 1.28366510154223 1.49211964822937 -0.0648151819814055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
463,tanh(x),-0.865727310559211 -0.00560678196324782 -2.21503734575743 -1.19414796926078 -0.117346212705555 -1.23077148500399 -1.34324903863929 -1.31296370009992 -1.89462366685649 -0.220344034375514 0.317352009172139 1.02908235827462 0.0214901338873525 1.98363443964607 1.05999291438956 0.990893859368842 0.876390277010906 0.650779446259685 0.893295375810307 0.354444484156361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
