id,type,series,series_length
557,sin(0.5x),-0.537189639093706 -0.424556924280381 -0.731302829591696 -0.800747520112894 -0.855375449277297 -1.11763399579676 -1.04964311998473 -0.907837722063704 -0.824020892387209 -0.21676676931822 -0.147287994081624 0.0341377953993179 -0.11641296316627 0.763418471987481 0.739305168952269 0.631575177344901 0.684250444265298 1.57524472618055 0.879745078421491 0.938523469162168 1.09066520233793 0.680295731771897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
557,tanh(x),-0.536774869562935 -0.941592971002265 -1.17096136729909 -1.21584326694494 -1.25082538766579 -1.50998358848678 -1.10257684756591 -1.16201428241308 -0.645271316533963 -0.326436074873628 0.0821317396781706 1.21022638201053 0.552128608863228 1.57167990561007 0.840852385135225 0.908689522504376 1.01071777689122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
558,sin(0.5x),-0.406865913312154 -0.626974444229067 -0.404989903943866 -0.933844520994985 -0.668656544562111 -1.15811989088621 -1.10604531524907 -1.35690880146693 -0.329391195032339 -0.63012192209526 -0.138644255472976 -0.373581110790746 -0.426232090662209 -0.524044433422434 0.256823817762715 0.674539880004984 0.490562476684095 0.806581139802077 0.969029780809056 0.657834203321108 1.10101177960497 0.746812799102589 1.13615492448057 1.16705348432583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
558,tanh(x),-1.20473049004283 -0.614442981019619 -1.72502925396182 -1.07747241879831 -0.820418486742491 -1.03876167596175 -0.911720903133879 -1.1914229385549 -1.14237416346305 -0.808670891892684 -0.307928121073471 -0.14349097433156 0.0597352426314023 0.585645310655855 0.624254932648427 1.67082244028421 0.454362336404984 1.1204318621283 1.13440443376761 1.20058444430527 1.02235879276247 0.453469855663883 1.1276685799877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
559,sin(0.5x),-1.23137135689468 -0.977037712328097 -1.00468929520057 -1.0049415946697 -1.43603535615348 -0.814464172417105 -0.663846691443243 -1.1430695926919 -0.984004926562083 -0.358450496726843 -0.326159497762851 -0.120071427364236 0.225084495887361 0.883941433689838 0.514696066507091 0.592034626353133 0.983022103324606 0.551524450937664 1.16663979591538 1.06124601669937 1.25781568457583 1.19807900219485 0.797315724523038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
559,tanh(x),-1.54176013763295 -0.868723327983335 -0.786538197669781 -0.563813253232537 -1.38495128151106 -0.599334385035511 -0.770650190028024 -0.935633632436556 -0.933931894157055 0.171103681631833 0.386649690170908 0.991990766173632 1.10448211857742 1.00315358937729 1.16579705522632 0.978055052813567 1.19964962360815 1.03091994531754 1.20554269321451 1.0610002137654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
560,sin(0.5x),-0.733727759597514 -1.27075788252687 -1.12770083692661 -1.01651450186467 -1.35474498525682 -1.14570374938297 -1.22197555454126 -1.25693793445575 -1.18987963034181 -0.419376583239038 -0.800700561065081 -0.956902689082272 -0.0866296316957408 -0.522609588048621 0.427955901067545 0.382433794953115 1.11164634140419 0.497343229342172 1.02619755132299 0.631722904389444 0.338542755094878 0.387450502545243 0.406214404017273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
560,tanh(x),-0.537339744452411 -0.828351071965599 -0.894630234518824 -0.767121363766496 -1.33678097611694 -1.39455163935249 -1.21854263607144 -0.533768444866421 -0.0818932735288295 -0.131628108074113 -0.162999237473205 0.771883285856411 1.00070388496195 0.621241485548536 1.14873844714412 1.01047129478497 1.42071198204938 1.26903764863236 1.32266512405466 1.81371397851073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
561,sin(0.5x),-0.854155927455582 -0.449756718848277 -0.962918069967325 -1.21982027453272 -0.953059906242111 -1.49112344348402 -1.31732151143301 -1.01396631220162 -0.416404279018245 0.324592397575262 -0.592475379851477 0.47150613092085 0.787197124640315 0.881592416889546 0.205738401540708 1.08013950409267 0.71085799150151 1.31904931723902 1.38313336824217 0.358161942380082 0.510213873752509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
561,tanh(x),-1.18923932748371 -0.742055476805521 -1.34798260045107 -1.11086060080227 -0.658733870129845 -0.79960238202765 -1.1476032142712 -0.791318086325971 -1.20862122790063 -0.64527582513731 -0.349842153746939 -0.151084124960778 -0.464957429744973 0.845454227215239 0.659824075895695 1.11010166967307 0.536381470001416 0.860544168445901 0.782322591866143 0.928124100920236 1.31817842693644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
562,sin(0.5x),-0.799326282228268 -1.12124238269284 -0.868737491349584 -0.792542651900467 -0.984916200336432 -0.951995656462363 -0.402466158133174 -1.24406168259725 -0.545627269810044 -0.828312134520614 -0.86073785978432 -0.231617804931456 -0.486299793428344 0.160125966126159 0.31287233554399 0.261287960589338 1.2501628635788 0.703252548259781 0.585726748446651 0.878617678053361 0.781200849401465 1.27170823210502 0.772207961176362 0.754278298061355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
562,tanh(x),-0.0902366133014016 -1.04953469518351 -0.93349903594035 -0.982412068503701 -0.869602492628635 -0.876416668870852 -1.13431296043355 -0.718796205383382 -1.06843542731851 -0.774645023935719 -1.06827244984872 -1.18367815604475 -0.233308490444431 -0.0925717544000355 -0.0427013809278487 -0.0581182389922217 0.1730378612398 1.06831250293312 1.86063448080965 0.894566622219209 1.07053375149589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
563,sin(0.5x),-1.21612048596626 -1.41747290493472 -0.857392403545315 -1.07237415896817 -0.892862061174567 -0.343684471562208 -0.473112402795079 0.241863230453813 -0.0695033664156876 -0.493250358412268 0.517027432635341 0.373330815468491 0.322957255707899 0.941916949205394 0.315180760322885 0.478596786296524 1.08643991176933 0.872466999007526 0.554604565766644 0.970199271035698 0.833465944384339 1.03344668442555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
563,tanh(x),-1.25067188752378 -1.31862301259027 -1.09343849899347 -1.83374885034294 -0.554067215188375 -0.360882279609461 -0.460218374707836 -1.21252249321424 -1.07564349481707 -1.14706043315542 -0.354956243428224 0.47616770884458 0.419536451275808 0.578680864035386 1.24455328686669 1.19725412526974 0.597362989225376 0.866321122405931 1.03963908795176 1.35649747121394 1.14989244856372 1.26579798159497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
564,sin(0.5x),-0.832121105972922 -1.00923376659046 -1.71691102293293 -0.795563488888267 -0.910580175724539 -0.990632964458516 -0.494513834275393 -0.736146214717804 -0.252041046337978 -0.395255496621739 0.146761744879003 0.636032224006494 0.952698967698741 0.876427453564621 1.21689425102381 1.12031410673165 0.776720396515073 0.80999908124224 0.951011650543353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
564,tanh(x),-1.40118245640839 -1.28245599743011 -1.21151425600323 -1.45752173969144 -0.739152262661315 -0.688853051192987 -0.708620122280677 -0.545698244956551 -0.822170142185982 -0.364822791447619 0.0562856439581007 0.167391477441823 0.330721551999117 0.337199176575223 0.812964436060865 0.722965838486319 0.963392862232215 1.08570955488618 1.11158164174464 0.863508494102329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
565,sin(0.5x),-0.925131788784701 -0.490388183931687 -0.756920213415112 -1.40532292415928 -0.485042914898425 -1.30880134510678 -0.376790159044913 -0.717834558525967 -0.541506907991205 -0.514805016439794 0.179201285260349 0.756413093364702 0.226543668606434 -0.00722595283947247 0.951452753330466 0.782506042831071 0.348866905724571 1.08062536465776 0.873620484994641 0.572834544892248 1.00477392511954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
565,tanh(x),-1.08164208446226 -1.20765593523307 -0.550742395968191 -1.25439339947241 -0.960655088189549 -1.03386425472077 -0.512994480978655 -0.796986455836239 -0.491798207654368 -0.77348245903727 -0.323919502894857 0.107788191278621 0.0577430675415196 0.610641637339036 0.438649756333488 0.737322387642637 1.28562033058307 0.561053959157614 0.679319387456177 1.1895524403039 1.38613735042183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
566,sin(0.5x),-0.20130203889853 -0.961657946270801 -0.995972685193028 -0.648058111937882 -0.349498517658646 -0.653135136075495 -0.386538496584487 0.240136569587927 0.668414011417644 0.486465541792614 0.972103375300639 1.29304371743169 0.841050632315086 1.4732920307841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
566,tanh(x),-0.760120604101419 -0.803727133012845 -0.9112288461323 -0.841154731456053 -0.318966086718613 -1.11327953091316 -0.731706592369489 -1.0328292193605 -0.268573271750743 -0.861114509650264 -1.0163196506091 -0.0201870261581318 0.17246650289726 0.701184782448977 0.664119079175322 1.25388461201048 0.922891016640023 1.17023114501173 1.12785779303904 1.07235700400437 1.18748588715108 1.26771096541435 1.17895820809481 0.638419854252409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
567,sin(0.5x),-0.875487405176853 -0.986078972565854 -1.0298140730408 -0.374137085530488 -0.855918932896747 -0.213035660029518 -0.920309595005289 -0.604798879848444 -0.875823814068953 0.20196604945072 0.11522439382525 0.460396565995202 0.400074072527738 0.631734479788719 0.566357379574787 0.80763721079806 0.480618016700251 0.867284807875371 0.528197506547441 1.29614313333104 1.38218175119715 1.17366890590607 1.21906904682198 0.620049716901545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
567,tanh(x),-1.19695271326177 -1.09840590204543 -1.0186934583595 -1.48610147785734 -1.14290457919078 -1.10650694531126 -0.452087796531796 -0.409569122496584 -0.0410542356850908 0.970197515595423 0.579069093879099 1.18251017419114 1.56881138915808 0.704382921082101 0.524949975352878 1.05860800654514 1.22364936290532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
568,sin(0.5x),-1.27824762861383 -1.22168001333455 -1.08875573889938 -0.635037137377782 -0.689602582101204 -1.38448402327486 -0.946493358852249 -0.293727863271048 -0.754468630204795 0.192347467809389 0.677240443613588 0.26522291828138 0.623873979315162 0.516329822340381 0.720985052921927 0.724446562960378 0.655085159003123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
568,tanh(x),-1.25228430647237 -1.30427451965207 -0.88098529964119 -0.728016974302582 -1.00541372051266 -1.25825842610578 -0.988954449248488 -0.528950888521724 0.34651423364243 1.19254808128634 1.17608778723144 0.683339320419568 1.33666768282093 0.788931409168597 1.07276649119918 1.25300510119533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
569,sin(0.5x),-1.15144702018612 -1.16080117616073 -1.29002663156645 -1.2349037369916 -1.19335071516515 -0.469168778265194 -1.35629909995854 -1.12864962812731 -0.74336468542555 -0.665002284258073 -0.414478422937533 -0.183757048970205 0.429699478032035 0.272328359656686 0.514461104913355 1.01821808047936 0.48932534045461 0.598292812875369 0.483074482982437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
569,tanh(x),-1.3240960958921 -1.15343052833375 -0.889242696175749 -1.43227276773519 -0.60985158564657 -0.753036366945981 -0.881164974373263 -1.32532132811643 -0.738480715154617 0.0177873732531316 0.329041620308861 0.453702340920224 1.27728748567835 1.10231085454403 0.444981136898781 1.01365428628899 0.991488603447427 1.31703443127122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
570,sin(0.5x),-1.18907196855219 -1.11290247926073 -0.927020559226664 -0.865519369348305 -1.12851656528554 -0.160773519278094 -1.23347768589307 -0.54919656376288 0.450758474050004 0.372115045865723 0.213296180875437 0.274745661782037 0.409292844440672 0.678051706414052 1.33138276234528 0.955169739904543 1.07056897994523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
570,tanh(x),-1.12336666226976 -1.45682690780357 -1.17529731714538 -1.29139620961014 -1.70197734490599 -1.10128556697935 -1.34738933299911 -0.966076018940332 -1.04269964604628 -1.00631931121544 -0.349242321116094 0.286277364490443 0.573598752731295 0.359470106791023 -0.00961608714282258 0.58168315207091 0.955813505981355 0.815621384281195 1.32033103494729 0.67829204601127 0.860399875927268 1.15406023125331 1.31240220224838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
571,sin(0.5x),-0.755146050478209 -1.19190693754605 -0.668059449405052 -1.01212773553267 -0.983832087606851 -0.425229901633971 -0.758991019189297 0.0293525769220896 0.233132995841969 0.514298357206533 0.927004350000806 0.871272563116038 1.19289333303434 1.21799907911831 1.33717347065465 1.0974697269248 1.1239069618987 0.924837471917387 0.602546512146752 0.43500635417175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
571,tanh(x),-0.727773978276307 -0.755483956361486 -1.65832749361424 -0.779411840759823 -1.16045214465728 -1.07826386351072 -1.00455904211199 -1.51874984288484 -0.438433136344275 0.02164249868543 0.265677834060582 0.525903133283768 1.04257392544716 0.987476593502916 0.343056004582107 0.559431469871459 1.34011643362345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
572,sin(0.5x),-1.16838181102702 -1.34210138519989 -0.640299496515266 -1.33089294488305 -0.997617542403892 -1.29505749798819 -0.544874723960735 -0.253297331613152 -0.243087928604474 -0.548644865412828 -0.209610206040102 0.263616891185524 -0.314326433402705 0.154971609230825 0.191259265586632 0.663478610638315 1.15017473243085 0.837252913124912 0.554191567119385 1.27255717182185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
572,tanh(x),-1.45875804145234 -0.859179121966658 -0.529298100189252 -0.948386166432945 -1.02152120813999 -0.828520218167723 -1.20442991093014 -0.670058717648037 -0.683733238493482 -1.42404588912285 -0.8987390945696 -0.694153131712482 -0.610015804509002 0.0292127238988803 -0.389422721179355 0.532557939677025 0.970261328139522 1.19334614231446 0.830408321909116 0.563373919878533 0.918529726986574 1.35413201853414 1.04045837896069 1.11081008582176 1.11213483007946 1.00731216321784 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26
573,sin(0.5x),-1.0093446588629 -0.397451413905904 -0.794477214161498 -0.793573205345053 -1.08816806998463 -1.19749879254109 -0.681627439531926 -0.364086782730491 -0.390378092859913 -0.69421445067643 -0.255738326173608 0.0481200204124396 0.0337669530048808 0.685181486210874 0.0479053540993715 0.759351363864205 1.18842350338396 0.64517297227512 0.652434838628774 0.526117570554033 1.07180404574324 0.619264822115106 0.402590675953035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
573,tanh(x),-0.602404048837033 -0.564585637700133 -1.0276120096534 -0.236096021508676 -1.07770759850912 -0.530793239943193 -1.10669470568985 -0.852731771324018 -0.613713656794443 -0.820250746138815 -0.434804899028351 0.00110022247835073 0.27434615114593 0.13572612827551 0.87489512140187 1.68094012099487 0.746239571618148 1.02273063948301 1.01267031134236 0.625939412044138 0.424603351374957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
574,sin(0.5x),-0.857765101066737 -0.923152577524962 -1.1143506334376 -0.452017175692382 -1.10850206584222 -1.06306235273771 -0.425680105265298 0.305169455048504 0.30793103904275 -0.169738794543852 0.329751532022275 0.147392015165665 0.964249484223387 0.422876626349247 1.32610966440975 0.784534447061584 1.29653778427447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
574,tanh(x),-0.831165753380988 -0.679022057567142 -0.525975235796078 -0.228288172813216 -0.8281734149886 0.326930408328807 0.0070260135699444 0.185976782348801 0.672397244140915 1.74577527438395 0.736381637861272 1.21736217393861 0.972921117666748 0.270797958866188 1.58944446313119 0.796260303746129 1.34267347498138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
575,sin(0.5x),-0.463572078235687 -0.946541681118848 -0.423694314936752 -0.674622983880105 -0.562415980093177 -0.721075180511247 -0.461752537973215 -0.925188666828198 -1.62668792360119 -0.443641246657756 -0.404717742919786 0.104686629117065 0.294097638590755 0.15233274638307 0.353800048852263 0.329309305298821 0.898973209695949 0.84944764153446 1.30422685015785 1.16301706064987 1.20762979794758 0.994440163202723 0.60717583635407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
575,tanh(x),-0.798213788682704 -1.37302760259664 -1.73536476381827 -1.04978624756309 -0.849379468762895 -1.48557880668264 -0.654742523192525 -1.2117536763797 -0.870085419837553 -0.674693035967639 -0.195915179723671 0.312127165878318 0.342932951535442 0.213188425652477 0.662518848271644 1.10194150663029 1.59482567316616 0.430859864056656 0.561594843366671 1.01971097626432 0.866596518246233 0.782256233118781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
576,sin(0.5x),-0.932577965765242 -0.921852520382964 -1.12348910029012 -0.934108632663521 -0.984231087761953 0.392954420275789 -0.060503774256863 0.703408340649191 0.909475393402679 0.593324022705495 1.06965914704174 0.865352455081372 0.811836231732547 0.816425759618085 1.42938172277489 1.18664847290479 0.162024090427095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
576,tanh(x),-1.23292626108841 -0.574871558847951 -0.756165205190439 -0.832603030641976 -1.01958904998587 -1.62690006675668 -1.32762095626455 -1.13336914467989 -1.21672552707266 -0.618702603803558 -0.706878029799357 0.17363791261411 0.186475277339579 0.84695913278231 0.893937823513297 1.48344073996973 0.902541498304966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
577,sin(0.5x),-0.733487540298903 -0.806150502359783 -1.21027233609007 -0.718160568498222 0.442462847806903 -0.338494117271721 0.743565057195261 0.637359302002244 0.471630185807428 0.659071435367193 1.62761039220412 0.842873521209494 0.285075936946916 0.862815424793967 1.44602035201842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
577,tanh(x),-1.36878027747704 -1.24454548949828 -0.852646406569606 -0.994206925591718 -1.12584727267272 -1.13955481337961 -1.16116137042981 -0.587176421166156 -0.437086539596947 0.581850701425171 0.690136478456932 0.779080048190089 0.247893837904997 0.841758675753043 0.639282966827634 1.05853567529061 0.593817151027894 0.693244859246237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
578,sin(0.5x),-0.855875015597613 -1.16627523414034 -0.892417589511191 -1.41279160601609 -0.735617867672641 -0.879433313980884 -1.58803127447477 -0.677041027965292 -0.272571774559596 -0.667042334460876 -0.77481955473734 -0.388434754433092 0.113722887779858 0.500266927126431 0.514805039936066 0.617490917393713 0.849510865504458 1.07052671995201 1.11445835399339 1.36821643315476 0.667912951333615 0.708335137525301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
578,tanh(x),-0.884146456828213 -0.922418673101427 -0.605970549635491 -1.02062410604518 -0.674440689142153 -1.40059112914676 -0.803792629576062 -0.739758496158347 -0.0672421289321694 0.654005397246413 0.887108819701662 0.263842396527061 0.963359330148254 1.15060724742053 1.08247342993177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
579,sin(0.5x),-0.995379653856932 -0.627731819435803 -0.841794898391262 -0.566583214222602 -1.08895383489317 -1.19292628123751 -0.884674179353984 -0.361864226058426 -0.591014719979569 -0.390631695420605 0.0661985452283351 0.347729167682035 1.15505240047596 0.352858302594607 0.708729526292286 0.810803523405848 0.530895630564727 0.965948413117411 0.491464258554434 1.36586351035681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
579,tanh(x),-0.973708290452114 -0.843126985087793 -0.845948732761769 -0.946365162738706 -0.42595059335259 -0.675567237596542 -1.13595707329795 -0.697059733829345 -0.0419581633361715 0.380608211904623 0.743243145896384 0.388482644481254 0.66433571991098 0.816144800965526 0.955105589139437 0.90880471642845 1.03816848800896 1.42759550705107 1.2158758791331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
580,sin(0.5x),-1.07239372271369 -1.40301879674324 -0.869050884875793 -0.618031374928359 -0.600289233728985 -0.54147656342512 -0.227689829813342 0.31089760098515 0.539710011977562 0.31147809229239 1.37925446829083 1.25429640666315 0.770375867901862 0.996598270713913 0.679807394607277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
580,tanh(x),-0.733621808517358 -1.6382285597421 -1.0075016795918 -1.06376046274224 -0.977667899209485 -0.851966736210079 -0.610300220673464 -1.19155223678579 -0.548196315832019 0.704112965698419 1.13827336610128 0.676937453042504 0.847219190789945 1.23751094416797 0.498513199153053 0.708905116246025 1.14905494013709 1.04347609592771 0.720101215880376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
581,sin(0.5x),-0.845040628815508 -1.26151810867274 -0.915349733861875 -0.680322407299031 -1.01176716408105 -0.832391084014887 -1.28259049589916 -0.159891388901852 -0.174986834794078 0.0168573205714694 -0.306021910938886 0.902695953648274 0.980709990100798 0.892981809742104 0.190552097110911 1.03851630474893 0.432830150483665 1.32182439988065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
581,tanh(x),-1.34374759642847 -1.3169997469335 -0.764740367602019 -1.14737472820438 -1.19605757899728 -0.681135625696934 -0.933579440169088 -1.11092744776157 -0.609084858928975 -0.719943786517632 0.140475538497669 0.257413840319091 0.914497620237231 1.05813929691427 0.341195220783787 1.00227284828412 0.781167392973081 0.851272190512416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
582,sin(0.5x),-0.50277341465284 -0.783195705904941 -1.0122021054607 -0.975043777872746 -0.979939683259319 -0.938599055497474 -0.98596245885161 -1.24020200516096 -0.220560913288218 0.995538205672019 0.747766801901837 0.276389406660653 0.747309765057525 1.12958283481542 1.3653289020623 1.24380575239988 0.714414149713522 0.922217574433514 -0.213252804988499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
582,tanh(x),-1.24121142342226 -1.04878849472109 -0.702527372990741 -0.411680498203784 -1.6978997943013 -1.07330027697505 -0.905732485301074 -0.647806778852523 -0.843877420989952 -0.830981598778664 -0.608787467088767 -0.083512843970717 0.572457054409004 0.664051013789365 0.529322250588107 0.495491506925437 0.786729210783321 0.692083387710615 0.790300984277314 0.884898190616247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
583,sin(0.5x),-0.459871901809499 -0.605548579212916 -0.894302909293742 -0.83089328368345 -1.34569521426357 -0.668938910887504 -0.633863106011087 -0.692362664329442 -0.255428117819472 -0.734343049039332 0.392443864501554 0.614749775454943 0.705191483838464 0.751794317258214 1.00294201373045 0.520490324768276 0.949714642234126 1.17139093920925 1.33174751488742 0.702621733981118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
583,tanh(x),-0.864577664896667 -0.952866913813358 -0.853946994364752 -0.470645144999249 -1.43502372958933 -1.46204993645218 -1.27715317541764 -1.46607710050211 -1.0371871546256 -0.496699591375787 0.0455629979726555 0.600957180527654 0.619659856591976 0.531923635867355 0.421668820909543 1.06945817362248 0.865330668464028 1.29915833132675 0.404410706876531 1.32152141099246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
584,sin(0.5x),-0.806011245866181 -0.976215281660367 -0.861156359665187 -1.30105552393994 -0.562141135456396 -1.22861267463061 -0.789276985284916 0.169517787378028 0.219774946367662 0.418226119601661 0.148572598879695 1.14133300417087 1.0192735053084 0.557903256183429 1.60725254392279 0.539221346279931 1.14044408146946 0.316878061120568 0.583725217479883 0.423941153256946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
584,tanh(x),-0.946905140713686 -1.00882088745059 -1.16960081611669 -1.2986860809617 -0.889987944273691 0.0847824516760181 1.05078259697409 0.535700008821734 0.759049696458911 0.569156766831804 0.837002793583274 0.377364817625656 0.92921189013292 1.30796708767643 1.13320714643867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
585,sin(0.5x),-0.936653597169393 -1.08153754939593 -1.3202467781495 -1.35886352227547 -0.889554136890981 -1.32065606441653 -0.77776968142976 -1.28025395755788 -0.214195093208254 -0.714870290210864 0.00916048639342702 0.481460274283883 0.0607902119549237 0.153488012911783 0.742069477463935 1.26216304508392 1.40477570527924 0.456506670073639 0.997316009411557 1.00245915671254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
585,tanh(x),-1.28118036712059 -1.05864821177084 -0.848380370249175 -0.754248386801808 -0.636000108950973 -0.743232781256276 -1.53118417714691 -1.28911023624319 -0.0587820449953717 -0.0357628319536815 0.967375709153383 0.751717318400071 0.505969231448388 1.06920228388193 0.749427507285248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
586,sin(0.5x),-0.801916882415321 -0.960682785570158 -0.511755935859426 -1.43417121793677 -0.450522976843381 -0.38219125326481 -0.994997670388786 -0.866014010922935 0.161443704201936 -0.126617918908242 0.87082984300185 0.597449155350796 1.36468615598313 1.53522926007699 0.380337678678144 1.00461582491326 0.902658320939213 0.854330112075637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
586,tanh(x),-1.77018168685503 -0.597065241254973 -0.855970706029321 -0.881092420007878 -1.36677907852693 -0.960499512304569 -1.20476430481212 -1.09741771550417 -1.07377000649571 -0.854889630010379 -0.939003722675913 -0.0767161871206686 -0.163285597929096 -0.537307339241378 0.678784597882958 0.418460401984924 1.18840483932347 0.405193908881814 0.635231177591994 1.10790327087973 1.60338230373791 1.50718517957413 1.63077355737287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
587,sin(0.5x),-0.0599600623128295 -1.11930630980415 -1.19215643256915 -1.3573775401908 -0.730384850174755 -1.06242867676006 -1.10715855790891 -0.144603410133788 -0.474070359451757 0.738067723565022 0.00444269604834058 0.444340042015879 1.21694156644394 1.16487741354083 0.766526217000771 0.876308858609144 0.699919542927305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
587,tanh(x),-1.36502368418252 -0.754295623601199 -0.9236807757335 -0.933662165815193 -1.2852142357928 -1.36573216998259 -1.07505362914915 -0.731840471104197 -0.591564854801366 -0.433197125970889 -0.294209595318663 -0.0371575193245152 -0.0930903020111585 0.383852767863406 0.909732415557124 1.11785621079275 0.857173006665376 0.943354522669634 0.985852707582162 1.05380614721176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
588,sin(0.5x),-0.556704133418682 -1.06762725691936 -0.837708414187693 -1.3206845855108 -0.887408006045529 -1.00974922325003 -1.6067117051515 -0.309758812630061 -0.360601264799126 -0.0355667106350789 -0.436449128590713 0.513815519254866 0.776177967037944 0.853153146599572 1.35815562860364 1.48671549712736 0.795291984539703 0.540913698992378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
