id,type,series,series_length
446,tanh(x),-1.04360650548183 -2.26816728100794 -2.31048425103629 -1.33974072513659 0.65844124017731 0.0223472416431063 -2.91664543931728 0.898453345718609 -1.82233026800841 -0.846357555965015 -1.26541348180761 0.00153106186790342 0.460080935175753 2.82898319645669 -0.102121169039613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
447,sin(0.5x),0.135569705952362 -2.26888681778764 -2.02651116876532 -1.52628662734416 -0.00232745101534526 -1.99938783744154 0.457209381505443 0.156960631416106 0.517300899124087 -0.36927610318105 -1.30328969501233 1.1783509792382 -0.791328972221605 1.10051525317718 -0.661071759665328 -0.105366002036101 0.868699162520593 1.14340973247375 -0.072573042656593 -0.122399077977937 0.0825461115622474 -0.403169456132828 -0.00179477286798269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
447,tanh(x),-0.992084049961829 0.172476404983247 -1.53781869484316 -1.90945860885228 -0.821857040974497 -1.17191066771776 0.130194031521172 0.0801097680806618 2.74708916058241 -0.477330177400115 0.19553567149746 1.71716173755542 0.913725734599436 0.37127446151284 0.622048675227395 2.82324385327994 0.632607965070966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
448,sin(0.5x),0.940904408097086 -0.0702411327143145 -3.09635572175199 0.126541027605633 -0.582891397312818 -0.42905444027289 0.321339820810608 -0.490487056650422 1.85839856370194 -0.925322870964107 -0.102816166760785 -1.1713119748413 -0.371989915314359 0.625016784672374 1.65464153706849 0.87132172439787 0.630029930334562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
448,tanh(x),-0.505625005800119 -1.00275317714769 -1.83082659193043 -1.55494361434391 -0.212356418024175 -0.89810945854336 -0.891055705116978 -0.719398559492129 -0.234701124244418 -1.36549757525794 0.665216818553976 0.974593970716574 1.23808569903671 0.860577989433189 1.37086644448885 3.71167343748873 0.451543408492619 1.03854773211187 0.38194621926809 2.11926508148333 -0.440238941885881 0.193177141061723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
449,sin(0.5x),-0.771304049350113 0.0772159561108304 -1.05114814338677 -1.85602267715213 -2.54327532921556 -0.16766223063153 -2.3358778857367 -0.719056554414048 0.282246131033918 0.270291327085599 0.182914272651328 0.639432622147402 0.575063896280591 1.24522035204033 1.04204279063925 -0.943835485776801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
449,tanh(x),0.358741632277613 -0.423783974836854 -1.35978412107775 -0.540758638875803 0.025523838668785 0.105961278289701 -1.19332303670028 -1.16810103966916 0.325497258004689 -2.8910815116862 -1.1866722132545 1.88711188425498 1.03777459929553 -0.599509038120821 2.16442049610104 2.42297006843916 1.9847325132309 2.21015735831332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
450,sin(0.5x),-2.85718651384596 0.00115836018546245 -0.59580093490911 -0.134092731821833 -0.918288951254575 -1.17696560390403 -0.396517873783675 0.946776947180276 0.171610834511177 -0.153916263142404 0.245065406072876 1.03323231162944 0.837458339900979 -1.88851200987908 0.230581521429644 -0.865621855178951 2.08964996791906 -0.0389155909011832 1.39063977178765 1.10533359151088 0.805050202449079 -0.456644542877612 2.28035505723927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
450,tanh(x),1.71725415751555 0.343230981992658 0.0469246273545637 -0.892967165372479 -0.788289098443185 -0.705710134266388 2.07089504267638 -2.31438786145191 1.2253252807914 0.0393553856798468 1.03807153529942 0.163288108671072 -0.800581873424026 2.12422848707933 2.20183058700872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
451,sin(0.5x),-1.39557890522296 -1.35872048497369 -0.640049204488321 0.611224828189714 0.407305242413654 0.0276507148587228 0.185374256622616 0.218329854034705 2.03740427563768 0.195956981756791 2.49034181619559 -0.497411248146839 1.77809536517721 0.141249542736782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
451,tanh(x),-1.32765176679949 -2.41731335584903 -1.48850925857673 -0.130082916479487 -0.774353714838304 -0.799172937524435 0.926013278757264 0.0682856595527814 -1.41436901239385 0.943986636841557 2.40810658286453 1.06845970970788 1.0193153249654 1.88308050756356 -0.756057144753218 -0.114709159992821 0.827654507345169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
452,sin(0.5x),-0.485578723092422 -1.25408658183296 -1.11398702449586 -2.43882341421019 -1.24185704682319 -0.530731232971719 -1.2812221098016 -0.783460723939502 -1.39093912899209 0.796045938262927 -0.483193780835235 -1.57037637467886 1.35371387406023 -0.337832653468207 0.349420922360846 0.338985143948403 0.963660094005472 1.90475114825056 1.41229056039286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
452,tanh(x),-0.143093220581108 -1.13697227647469 -0.949351495811488 -0.937108441891885 -2.08697963567961 -0.568897707785835 -1.06279763375606 -3.07897989032314 -1.88273911255606 -1.28239438135139 0.045490236350792 -0.212348313253065 0.445117463672781 -0.236893608866258 0.970083689934163 1.08379582398307 -0.264089414960179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
453,sin(0.5x),-2.94272091053482 0.216123912960267 0.0905513785539717 -0.952773569894712 1.06033694546019 -2.79374906366871 -0.182513154474604 -2.94580591819996 0.686381725559016 0.30366241539437 1.442488862505 0.20119347400527 -1.26164779287517 1.55483034436814 1.96246714365448 0.239895971171311 1.73377941327528 -0.261543412201952 1.64724860439042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
453,tanh(x),-1.42218190158552 -1.79038362759607 -0.773517664404909 -1.37817371084736 -1.5779119443787 -0.211068264364869 -0.500597744968568 -0.726796706615208 -1.14043129918447 -1.42076931718051 1.7345393188481 0.294180427418801 1.00735933872087 1.46368777519107 1.74115844123521 1.45764317089524 0.462839158853941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
454,sin(0.5x),-0.570677067670839 0.00581187318688203 -1.83633226092039 -1.72191386773852 -0.532320017785587 -0.0913264666300113 -0.54041293371557 -1.0488661592622 -0.834074836834444 -1.29670297001913 1.03538158218589 0.782680099694006 0.725863638471047 -0.0322823472484637 1.75362512607269 1.14601726361237 0.579317691836679 0.82227088854471 2.26594209821133 1.09289928925632 1.98696645191326 2.4708937892354 -0.796274712449864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
454,tanh(x),0.214472605006381 -2.01969186022319 -0.921413208406073 -1.38516820892307 0.898763360889236 -0.708299410575629 0.633558000243926 -0.811980646746575 -0.634802689174195 -1.67675489188771 -0.0211994144939872 1.20630329955834 0.278868336237014 -0.0216038498824666 -0.600156745416449 2.65398947052539 1.43070364089789 1.35634552650564 -0.103518336681442 0.413233201247661 1.42117159572016 -1.17629964677913 2.02911109861046 1.55087947942313 2.05135349691789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
455,sin(0.5x),-1.55477104852447 -0.159534491614861 -0.21442525331838 -0.600248070031508 -1.03283031051517 -0.553131259356228 -2.76432945247845 -2.67479272342961 -0.87356362128871 -1.86135256608218 0.00228299414990824 1.56444334483447 1.03322841471887 -0.148279386382424 1.43744465396403 1.76802833604172 -1.4515793676733 -0.399996899124477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
455,tanh(x),-1.7148483340893 0.357535152130794 0.301607074259941 1.29550613399206 -0.410785419932414 0.236128106568534 3.61441769584492 -0.209272785453962 2.62239285239965 2.82352337532963 1.24409546437003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11
456,sin(0.5x),-1.57791096021624 -0.667787206342317 -2.39592163407995 -0.463120035372063 -0.632093247616746 -1.95852310802178 -0.271892655429764 1.22936427016471 0.667317088138483 0.246293319062552 0.172908353041135 -0.275214966468236 2.28380679973327 1.6648413837497 2.47112751896774 0.876422167121614 0.849976261262455 0.939986948274118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
456,tanh(x),-1.48997512102767 -1.51708473718507 -0.575837021533017 -0.690231923623058 -0.0119440633080353 -1.28348228259278 -0.645926570774137 -0.872002084172179 0.205907460977322 -0.722111037746801 0.250996111739951 -0.934385097732357 1.21048080280976 0.948030091720237 0.174081491530461 2.59242851375695 0.794557871198512 1.74751921653882 1.06778052478959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
457,sin(0.5x),0.650322985834902 -0.856400404100622 -0.981739163957997 0.442697860639516 -0.644428322758096 -3.04373013490093 -0.46778840687621 -0.821895483614298 -1.5835087513192 -1.14527987955776 0.647915400723048 2.16470793820704 1.32763482902773 2.98116335157589 0.28467200361594 1.12227682577373 0.516108305411939 0.713809505014044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
457,tanh(x),-1.84030339877044 -2.89144221194605 -0.910603001162054 -1.50880805640344 -1.27934485927735 -1.00933331754636 -0.701454541150136 -1.55866069834706 -0.0557296361500151 1.23663975107794 -1.14077260790151 1.24403212521843 -0.633828916734973 -0.0115006191679414 0.185596271775759 1.77522800514231 1.96745754561123 1.0633046401879 1.28048330711479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
458,sin(0.5x),-1.28254681725907 -0.195645380234475 -0.160621223982226 -0.852270930961369 -1.42069452106 0.106764791224517 0.13905693034459 0.150754167428896 0.855939963530328 1.04658745434708 -0.910672726251279 1.4289591212147 -0.011883705556022 1.84139065680572 0.0045545343851916 -0.0720622762545515 1.14230500061906 1.47058238878291 0.858776200516818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
458,tanh(x),-3.43497602732112 -2.757317935136 0.217552186428695 0.150757403851498 -0.250326062951789 -0.754222792837949 -1.84590962858463 -0.129343379182121 -0.0962520174208995 -0.499742533143959 0.756386847382001 4.08334202892178 2.31061628290608 -0.227644713511285 -1.85199276649487 1.34019937367367 1.21062949206592 0.88185882095956 1.82493726428199 1.39265983052928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
459,sin(0.5x),-1.17567933116625 -0.442172209415552 -0.739442577533906 1.35241635984771 0.255840006478201 -2.2815346615606 -2.83604502140747 1.53460962910131 -0.162352689477393 -0.941331387119419 -1.16584245764377 2.37261556010443 0.850439728064796 0.705753851223623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
459,tanh(x),-1.97714301236216 -2.04002101948212 -0.149411277586366 -1.10747810450695 0.347875013082633 0.195208062436642 -1.80060681185494 -0.52930297992549 1.28084558792892 -0.0693839164854766 -0.225416715835545 1.68281123405335 0.193859172190139 0.721380677312272 0.895094974724372 -0.179426187576506 1.25404845961665 0.332260703918226 0.911223796985488 -0.461349731891614 -0.778633203612533 0.0930772484791201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
460,sin(0.5x),-0.771974569945475 -1.44855040062603 -1.65136149803287 -3.26636877241135 -0.190457451742414 0.00597439966630553 -1.08187026503904 -0.650016695811973 -1.02340294753947 -1.97785444715836 -1.84246128681979 1.06143224549102 0.211104511304596 1.35358137776789 -0.69293439843495 -0.208911874697525 2.03840155088172 -0.0763530303052758 0.857390445527708 0.146802896743136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
460,tanh(x),-0.867349876232549 -1.72780672937006 -1.16152286094617 0.636926079023834 -0.00174656342020496 0.378777228637204 0.312507496372649 -0.908411043563604 -1.30360924120458 0.762711701093039 -0.394863306256042 1.46773395524331 0.0850648780796553 0.0729283569608795 0.25693819346705 0.604363480175304 -0.781637877535939 0.528453446564735 1.06139394049148 0.726400364021687 2.91476326990057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
461,sin(0.5x),0.0678814584786723 -0.753515176010504 0.227533521092419 -1.29586858169072 0.30476618595534 -0.153269803561399 0.783021368770257 0.0176205398272801 0.243506172265823 -0.0251143320663094 0.445831769106082 0.030073901518395 -0.313985502328137 1.22588406877516 0.0454908204857343 1.09229613421253 2.62550666452184 0.642474246357981 2.55290536619675 2.25402166538311 0.7847141133966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
461,tanh(x),-1.08331093826016 -0.790452834683669 -1.2688026537858 -1.05951536079253 -1.35641554804323 -1.24430902507403 -1.07829502107134 0.355505597176075 2.13050396903504 0.102339572282616 0.321395301785591 0.731454539356473 1.38122433558531 0.582623395777206 0.792889393320851 2.34847582640602 0.462307944709188 2.3164386915248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
462,sin(0.5x),-0.681298164700986 -0.551565592613325 0.337277668436056 0.319322581425602 -0.659383360337646 -1.21486761878422 0.188547468679895 -0.194390222403017 0.904732900916428 0.907786469698912 1.54339422114839 2.40432994890159 0.654570931037914 0.930869848915358 2.3251102413298 1.09191626798981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
462,tanh(x),-2.20889318340649 -0.315409797819684 0.876413579269445 -0.781586252856687 -0.0621455475680905 -0.868884267179112 -1.23988347701945 -0.365238423973373 -0.993448897892455 0.0915186224018758 -1.14735248472893 1.27298217065443 1.13381006374986 0.527421070810501 1.50981527386864 1.59433604159255 1.5772736836108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
463,sin(0.5x),-0.449397060935502 -0.621749629577602 1.81946541732924 -0.0455976234404765 -1.47083049398466 0.317033507433978 -1.21232990091838 -1.37192919856742 -0.826385327354083 0.466641097334062 -0.0530201267269498 -1.02129158529699 -0.868560387302615 0.782216030827709 -0.988856751736382 1.45717603019069 -0.0488375581384477 0.704274219082472 1.57412768910644 1.18918002970026 1.5952750162471 -0.928966869177665 -1.9089061855085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
463,tanh(x),-0.886794331786549 -1.60571676844728 0.28918695986796 -0.657220473937058 -0.283911630974425 -1.35315883836242 -0.805078256634056 -1.99299227616956 -1.36842108647313 0.0042285481372826 -0.409847610807316 0.274339448169551 0.388768390577314 -0.132470085689714 0.00576456505329082 0.774104948695079 1.07284150689884 1.96558285114024 2.51366400314367 0.111514166932621 -0.40347563734703 2.21194576154899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
464,sin(0.5x),-0.719219731770666 -1.20850112294969 -1.48765633462719 0.495353890049907 -1.03263741446527 0.638079813820629 -0.92109330859811 -0.447304845577689 0.855357980123911 -0.187637852110627 -0.0292037851038556 1.1127255186128 -0.457706706300822 -0.201614598795513 2.05472660550165 0.625179772693984 2.81574343102406 1.75215805424417 -0.155163159219409 1.04786290414351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
464,tanh(x),-0.13549135341379 -0.555853211462368 -0.0551779132974757 -0.789287638352348 -3.81172173941799 -1.39999261084725 -0.287694645448597 -1.28038610624873 -1.40773932087562 -1.91606715133305 -1.48325846914704 0.705542774524001 0.910585898428819 0.981165405024722 1.39798369022273 1.44073646472232 1.57593841732359 -0.761426239980599 1.90224930829653 -0.206366009546755 1.90478952534835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
465,sin(0.5x),-0.858680789313748 -0.459673299415821 -0.715504568476938 0.349230533657067 0.498029200489662 -1.39254019222305 0.453297868188522 -1.24111192440494 -2.0647430048717 -0.997014143209023 -0.718672710856626 0.651539264150628 -0.818185887228902 -0.414648828870466 -0.173939297460854 0.476567357996846 0.741510503129018 -0.287054016162766 0.991114156441079 0.321964796495275 1.167977414055 2.13017927389366 -1.97969394652564 0.356142185606138 1.89566357248968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
465,tanh(x),-0.571123694785928 -0.554394642857183 -1.42912562447117 0.743037076881962 -0.0773918240905138 -1.80546645582801 -2.18910293851123 -1.17305700058079 0.134080124936484 -1.14341918426291 -0.0555647782532931 0.708365435092138 0.791526410111947 0.685681632521485 1.34747208918971 0.966151718269345 0.304746711020219 1.88229182763256 1.35785450523399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
466,sin(0.5x),0.347244001470529 -1.41238357318062 1.60934323445464 -0.741806028445981 -0.997191071162938 0.0239589717623421 -1.49644351196649 -1.0974626526264 -1.01080891116005 1.70619568108078 2.73631703182878 0.770521855732585 -0.961886726965635 0.456755812981688 1.76449337761888 0.283177161562539 1.40073351122158 -1.03370009239192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
466,tanh(x),-3.46373406806652 -1.70187159918278 -0.436709232268137 -0.876140345257943 0.119939411778906 0.299569331177157 -0.432618513790345 -0.077995613659921 1.55188433357394 -0.543234603170275 1.33290758277448 -0.315294432441793 0.381072875500103 0.19908005447074 -0.191364770310643 2.07649865504612 2.28801948215964 1.76968919879834 -0.886811808111262 1.11253534218372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
467,sin(0.5x),0.259916822919884 -2.02912534153906 -2.64408431122759 -1.7181264745022 -1.73674751577156 -1.95390882986837 -0.876041462504878 0.764744213641095 -1.510564496027 -1.16078761307236 0.918829212191421 1.57973179121843 0.960209779080303 -0.264601829304998 1.54891628056882 1.82482484222569 -0.113580548459562 0.284389860610844 2.25465588295257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
467,tanh(x),-1.82390545143516 -2.47506418587494 -0.669954889671432 -1.37947830560016 -1.6194222825436 0.407456378580088 -2.35744199272221 -1.43781220039217 1.04069115867294 -0.31346287103113 -0.53924608417973 0.152616243629134 -0.464869300452672 0.042706275439083 1.23039646942553 0.820395713079361 0.201161920750262 1.53801243738151 2.05943091736281 0.289767715390737 2.96437656469505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
468,sin(0.5x),1.26872858277055 -1.50356430491853 0.303625931392454 -0.799479078476797 -0.353597927607351 -0.513728074398497 -0.633541725863143 -0.969128021494034 -0.273404516496031 -1.02209404067184 -0.526611869849786 -0.144521646578719 0.367122485717416 1.67324924377819 1.10158994652938 0.809505901659728 -0.0835440959398008 2.8938520675264 1.98619362117832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
468,tanh(x),-1.67964462188247 -0.773511076653113 -1.52824679321616 -1.08167639890287 -1.62123618752583 -0.918635484174396 -0.183932830762436 -0.124059692092934 1.73595335471883 0.613952105789101 0.865330449978612 0.42405420204955 1.8623958351576 0.54534418942194 0.292083271627546 0.763963351133385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
469,sin(0.5x),-1.32035276025862 -0.803560938845558 -1.05610034257377 -0.783382684601848 -0.0605380889898222 -1.95178035851526 -1.27996313315972 -0.187207315569338 1.25748589433352 0.236752604253645 0.235671133938456 0.595829330454743 1.4003652209163 0.997464475027562 0.549384471125897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
469,tanh(x),0.778012598858268 -1.83694084912243 -0.763104297294881 -1.15381475823525 -2.30952513665711 -1.06008951370276 -0.56617439969156 -0.615453591122454 -0.303014934191807 -0.0604152769724676 0.400632447235358 0.253082342774475 1.89143710719495 1.48585411681503 0.998921059749156 -0.550203750734513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
470,sin(0.5x),-1.72798049849519 -1.58248085056896 -2.38357180201748 -0.744990650548297 -2.16841630427693 1.5678990800302 -1.39003689669233 -0.721418618238158 -0.974867161649876 -0.258464086289021 1.34544259835289 0.290184498157294 0.0125722478734254 0.403106682056419 0.444240175069326 0.148440813935144 0.68012775293387 0.564810458724134 0.736928579606819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
470,tanh(x),-0.835530885103474 -1.220422622568 -1.21914263897962 0.57701705942964 -2.19635497094337 -1.53211513619558 -0.050009518267125 -0.0335552851999494 0.579549706245536 -0.987421348001221 0.985697469283417 -0.0461412123575622 1.52930342398901 1.96843238491463 0.57717579695287 3.21276115519988 1.81474629527632 0.684294091169025 0.837630291505362 1.46224666432363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
471,sin(0.5x),-1.82674202290732 -1.02612417645331 -1.44610575092183 0.00620673140458416 -2.78693091472655 -2.33421965892843 0.484274735023053 0.0615200147414718 -0.765612023591389 1.48247318052284 0.0923482454664953 1.74531717832065 -0.120536887982684 1.3141978611382 -0.592701543263823 0.904014352292507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
471,tanh(x),-1.93768646434101 -1.61917290551657 -1.19447044440127 -0.868255295929209 -0.213339851922244 -0.542727175475745 -0.630601432746405 0.998243819825145 -2.08248830988513 -1.07634330083645 1.73225300756095 0.754938863198309 1.01065351642473 0.772994686549278 1.2896178208705 0.0214588236312779 -0.0838637146661242 1.68929092439985 -0.349991681867725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
472,sin(0.5x),-0.714183083566288 -0.647455836000556 0.653954422779038 0.54248363862942 -1.2988177599947 -2.24362456393019 0.67408205323458 0.163397818592724 -0.986469787025423 -0.151141045034952 -0.597435658169414 0.749324147189804 -0.638604143136381 -0.0470149597280265 -0.498754120960674 1.8730747936069 1.31842677001008 2.30967858739741 -0.26470196849694 1.51680705650115 0.930856581311241 1.23872366972126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
472,tanh(x),0.452626521014609 0.340540032431015 -2.90787267690665 0.628742300599406 -1.07974483563252 -0.853549822850425 0.285185589377583 0.252770657779127 -2.1441626873444 0.352461422291038 1.86631460449184 1.43902484059315 0.558377634285662 0.044663609047244 1.23613047985654 2.70265248030751 0.197146725169902 -0.0511070169290081 1.37084404798143 1.33456345458974 -0.369486727445279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
473,sin(0.5x),-0.989749381964658 -0.0805637025392714 -0.33916063562427 -1.23375304493151 0.49176058155444 -0.533708111052925 -0.282604849609796 0.563162115995676 -1.86427774124359 -0.615019850234359 0.45760774825728 0.4538053185059 -0.195976775500684 -0.893350588248465 0.879240982228848 -0.448945786634261 -0.936684179891296 -1.04088017824456 3.63871629127566 1.18913351343519 -0.487520944953677 -0.360282652617561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
473,tanh(x),-1.4921854480961 -0.850169761478384 -0.720661145794361 -0.349778541392776 -1.31576937104692 -1.24659542973093 -0.431536051456589 0.0693203389961936 -1.59020844788468 -0.531288296242452 0.0330305707496157 0.0435705785278617 0.918076967767417 0.555274619436837 -0.929985376118351 0.848050289722525 0.354800019750236 1.30480290567245 -0.0125744904137457 0.902074758754322 0.502079829856982 2.47344895751795 1.9898433926489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
474,sin(0.5x),1.09391039966392 0.471977571921182 -2.49725887303863 -1.85139683253167 -2.87803530254376 0.123705613154834 -0.381774377831598 1.7523364168323 -0.882305413468994 -0.80067986128387 -0.39566999375938 1.57755400780053 1.87977904951945 0.361818910918948 0.286239731690343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
474,tanh(x),-1.14236902412404 -1.11778130636318 -0.492593173337138 -2.29335627585101 -0.0240985831221406 -1.10754040975615 0.176902138477782 1.24511935391386 -1.11466856477151 1.74710243528516 -0.0874245055694162 0.322116125653678 1.27049116480531 1.70755793940325 0.90182180569965 3.42810287798604 0.167702300075631 1.63177560405483 0.934737756612687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
475,sin(0.5x),-1.51631727247609 -0.106338073265224 -1.78450351160971 -0.443212321754972 -1.90429506236399 -0.281037842147389 -0.960262712451711 -0.410198348116447 -1.23872130326453 0.682826439076276 -1.21008704666563 1.76804995683106 -0.25221281087987 1.14567344345603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
475,tanh(x),0.257083966696067 -0.977146022072626 -1.76176117207214 -1.38737369997376 -0.227234446209868 -2.1068140451293 -0.0630189084164602 -1.18289272260849 0.557996903399606 0.697620922924114 1.84401642289283 1.88575309685241 0.584802373312126 0.682227914986034 -0.200185175725798 0.182480091472911 0.953934664163047 2.02799624209197 0.640554155130817 0.73097308183578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
476,sin(0.5x),-1.16816304337829 0.437683974842891 -0.798992069362805 -2.00506638331024 -1.66087410058898 -0.474567195960159 -0.442117499323392 -0.0255074611389148 0.271654717259924 1.62939494935981 -0.154880959583269 -1.49033989681949 2.22306157126405 -0.627784301490369 -0.274780279911356 0.705134039296897 1.08658290975155 3.62984117178244 -1.7889289476182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
476,tanh(x),-3.214779845559 -1.40401682450568 -0.000832930034827095 -0.489571544514716 -1.11984029580485 -2.702055233134 -0.462408495444187 -1.05400994609943 -0.838222402142235 -0.0982721238928268 0.889485299648838 1.26916342138782 -0.907836077826879 0.453974893491294 1.02378388292556 5.10088813887956 1.27361895951648 0.810194530614303 1.34625054829064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
477,sin(0.5x),0.0918215041503008 -1.86748709030996 -3.39217052331523 -2.32510854880159 0.0452080910026791 -0.938587299861521 -3.15588168880233 -1.45460625934754 1.3381713867466 1.43965048013461 2.08484338205863 1.03991991411837 3.51102570599068 1.32222092734275 0.220211121241442 0.574115046784117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
477,tanh(x),-1.51887040122602 1.31801988425626 -0.102202998570646 -1.55744876828724 -0.908441710366578 -0.634031376386399 -0.726163532627314 0.10239002802583 -0.429527825945219 1.02608394388764 0.553326674406272 1.7153887733769 1.860237712675 -0.0961117637302227 1.52103136765526 0.463414283441035 0.370512446235262 0.464938208799755 0.306846089199062 1.03721656515599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
478,sin(0.5x),-1.85539111687718 -1.52345252899161 -1.17396072082379 -1.57276628288049 -1.24917340543026 -1.15729920343634 -2.04823672652409 0.872353959489581 -1.2034701341146 -0.41348223268794 -0.375099589452761 -0.3212949996894 -0.688310543707018 1.16794648730061 0.657673330134177 -0.3808231922878 0.473253084757916 -0.14792276295136 1.61944633475441 1.65198412610646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
478,tanh(x),-2.16467921908522 -0.0388955091753084 -0.737320385110805 -1.35739036811049 -0.154398466676404 0.315656591070038 3.28264048962181 0.236428951173566 0.630506587221918 0.568161535282581 1.02700946617481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11
