id,type,series,series_length
601,tanh(x),-1.53805110823678 -0.303012327921439 -0.559469754497972 -1.6799280474208 -0.9384419144444 -1.35118838030968 -1.2596383770423 -0.2755916757136 -0.933675075667022 -0.791965714859587 -0.635113468651274 -0.084696116674994 -0.0113890721665905 1.53040242401155 0.589215865670482 1.48778408975086 0.802777832904216 1.3488508891069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
602,sin(0.5x),-1.17262653252918 -0.824288154222951 -0.928958951960617 -0.577795767142899 0.234207300155277 -0.777840225205817 -0.844243712925157 -0.0790285977370607 -0.419261704034718 -0.377036749690271 1.21742441562602 -0.131022094487025 1.71106208770474 1.23318423392676 0.544016770050354 0.643966703612142 1.07345860345079 0.969843663770952 0.776995904178629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
602,tanh(x),-1.26029772559311 -0.602718365278157 -1.031270707462 -1.15041654115275 -0.797267796408275 -1.19221010894529 -1.12701096034466 0.37832263297135 0.526357044069357 1.0886814960737 0.750680825737538 1.64428169033675 1.5444255335074 0.817128928765011 0.982610944945317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
603,sin(0.5x),-0.278266650699698 -0.726723339771131 -0.46836193529979 -1.48771686896775 -1.46866653332632 -0.290965801135646 -0.997675755011125 -0.597581551808924 0.0281181526618979 0.941162877413482 0.475170497062476 0.900107633023942 0.440473114792569 0.207551976649482 0.178608609515575 0.529093543746664 1.04485974276884 0.615177032144784 0.432888482543341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
603,tanh(x),-0.73275017851148 -0.759217261453684 -0.901491714333029 -0.718323240968681 -1.48487822171222 -0.0677808347085712 -0.254966706216011 0.108340609019001 -0.164572500490834 -0.763359780690699 -0.689441091582851 -1.01560123006317 0.493231710200825 -0.601321786919928 0.137510379014146 0.382285273957995 1.01700465138429 1.56870393363306 1.79099514124205 1.0693705934369 0.808434974569666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
604,sin(0.5x),-0.476565938536583 -0.723116856068534 -0.511873651504895 -0.45247055844807 0.442161750565531 0.465113157899253 0.629500227967683 1.34528260822898 0.733693441783593 0.476971214921592 0.840450833933094 1.52826115179132 0.796954135481433 1.04286129513081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
604,tanh(x),-0.36807169113863 -0.215262653565065 -0.847945198068885 -1.3448952663913 -1.28345148742113 -0.702874296884118 -0.961274602669805 -1.14674521391021 -1.28461016737283 -0.233829440444767 1.39416508486036 0.482530183148406 0.786361406132568 0.861698515765667 1.51777204591473 0.720317783598225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
605,sin(0.5x),-0.291035754103635 -1.39995373022932 -0.427585444063143 -0.811036349815661 -0.931969078467877 -0.279462764232658 -0.0756538590099975 -0.126622041336575 -0.0660858773480323 0.732245284200183 0.316403852466341 1.23704918187994 0.923438925106615 0.515277380270334 0.653238212460165 0.336294886874421 0.403325134506313 0.279691301655932 0.641298533963203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
605,tanh(x),-2.15952530486301 -1.04326922053296 -0.613368675803657 -1.33967949930088 -1.08910940220841 -0.685866263326716 -0.567562676916969 -1.07999204021301 0.0836044368964654 -0.297664587330404 -0.836983932627407 -0.119899584019701 1.01229891767664 0.809707580324756 1.07359520237731 1.1255147766364 0.12834742318106 0.759582003939828 0.593323846177042 0.365736978443536 1.08735116053441 1.63521744707862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
606,sin(0.5x),-0.0771227105137254 -0.908318198895527 -1.03633425082728 -1.92649556242132 -0.874798733969916 -1.76089984205204 0.520622276295078 0.278276710188075 -0.499069801695386 -0.073169744035439 -0.37231741133874 0.232177486999441 0.833430167000047 1.02133240715718 1.55679045604791 1.6142668889998 1.4313520583445 1.29414151958063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
606,tanh(x),-0.709317704724786 -1.51741382708681 -1.04071651320138 -0.580308346486777 -0.980348244400814 -0.919690241426984 0.651162438348013 1.17869493345034 0.581277366540482 1.89538374724564 0.894179622750213 1.02924345412522 0.566277276813019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
607,sin(0.5x),-0.554254173395901 -1.32591373710935 -1.09951363421793 -1.4629922090883 -0.721430048219405 -1.17295280529252 -0.704934759881662 -0.264177580346061 -0.728962185667499 -0.212063078900365 0.120480908481609 -0.450961793212893 -0.0200587651628022 0.4351474855564 1.17664955597236 1.2139941858216 1.60020626556862 0.744618819459649 1.47325319889092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
607,tanh(x),-1.01803322279436 -1.61976293791322 -1.71966128938906 -0.849164189152386 -0.529880279807023 -0.197150296634218 -0.349628519345379 0.110535957570382 0.256611976423257 0.445815312136497 0.952373578378066 0.753031828134936 0.703464497462333 0.8504055234873 1.17033749912914 0.665734145749737 1.27441256770933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
608,sin(0.5x),-0.206311900510717 -1.64466046052283 -0.950177513222462 -1.01785489065878 -0.134130319101089 -0.248454938253836 -0.609626773924456 0.516434058305175 -0.701773562781546 0.0850417131816678 0.884190460186404 1.66696956360407 0.935298871649277 1.2629195489452 0.997145336835803 1.07802682047926 1.09607191122762 0.160516930416871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
608,tanh(x),-1.57715744058627 -1.02084544892651 -0.364029461398157 -1.52412844197609 -1.01838365060822 -0.679688874047851 -1.06957630612514 -0.0471587035501175 -0.700752321095098 0.0134693966279888 0.159570937235118 0.714520715023894 0.175980826851 1.27808807294427 0.734921878364765 1.02184089333282 0.734772506196177 1.02916790748853 1.55393910238065 0.63704494542605 1.80948496568504 1.39506322828756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
609,sin(0.5x),0.079467566665487 -1.67838943273026 -1.61677825278709 -1.28273449912387 -1.21290250972887 -1.14690618457226 -1.00624983789801 -0.710938355289379 -0.3588907271239 -0.146420855568957 -0.616326052963366 -0.774978912674937 0.892359708894255 0.285788141007468 1.1319028727516 1.0881708545584 1.00559364262855 1.91205398133393 1.57691555107179 0.584867736578932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
609,tanh(x),-0.531908721483027 -0.524555256303095 -0.805400400276409 -0.910965488246327 -1.10516392161327 -1.4377464705824 -0.10236572706274 -0.300282235744627 0.610450533702497 0.48400519053948 0.841370547670243 1.01956729060716 1.30137250597907 0.777571128819966 0.663311810878469 0.798143049570619 0.673539132470849 0.676272264037949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
610,sin(0.5x),-1.20527279309044 -1.36224670607176 -0.479199050667901 -0.919373537056171 -1.05121865456586 -1.64247967330884 -0.812946007229307 -0.533770981658994 -1.4622256225453 -0.794054334132519 0.848764465237124 -0.113549811442675 0.0985788276956612 0.387451620210571 1.18793773920085 1.28277338242951 1.34710489266782 -0.129383336774297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
610,tanh(x),-0.476652104132168 -1.38563876230183 -1.33419121711663 -1.11929663774563 -1.23938228682413 -1.24946743837337 -1.23925175805772 -0.808767969925841 -0.813338444942627 -0.302977166662572 -0.409033926835972 0.526705807802667 0.513374885568189 1.2065956810959 0.948253944587042 0.772721586508129 0.539086086242426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
611,sin(0.5x),-0.940006220287581 -0.00705114635988069 -1.22483201449641 -1.29236480812285 -1.35062347884291 -0.991614136201447 -0.182031546112314 -0.0837807776415673 0.766074514930679 1.18631969682513 1.10128130291012 0.984951015789637 0.998129484139626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
611,tanh(x),0.24067164227035 -1.54310675697495 -1.67404986299667 -0.527688686848077 -0.825279539521422 -0.594135208585437 -0.997667992703346 -0.948224306479974 -0.342585058325826 1.31003801384768 0.0687775300280423 0.0200979271443738 0.873560407723677 0.974397116926646 1.19787229757835 0.594000719599657 2.02924238199539 0.617383056058119 1.25183096733387 1.6797172777316 0.690638675150764 1.01102297640551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
612,sin(0.5x),-0.532593062327927 -0.734702405380922 -0.64105164763098 -0.616016201314921 -0.819767734273981 -0.780403132577028 -1.48586682646731 0.0533247614140782 0.131875733683306 0.561445491480684 1.67248147468605 0.475746573344341 1.26026789061044 0.532716082119164 0.549056586971505 0.994463327589475 1.20100175381026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
612,tanh(x),-0.759975058139422 -0.900712277541908 -0.646095356458753 -1.20987504891182 -0.587797425731462 -1.5080792519561 -0.620278308791005 -0.207910708472476 0.266599826935829 0.377862329606233 0.188455522344363 1.59296139144524 1.52360977674554 1.21365151303683 1.46158392332983 0.948051370391291 -0.0662149577494132 0.999922851696177 1.48074211767061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
613,sin(0.5x),-1.07009228289955 -1.80906797171052 -1.64643264265632 -0.291706983202113 -1.10877053378143 -1.01644786124966 -0.34839172243111 -1.72749384675716 -1.18963688927281 -1.04888218024018 0.220800379719702 0.392962806952683 0.499345988306934 0.659415874289236 -0.566181186586501 0.572191124743659 1.0418509875357 0.884732881386201 1.35081107250257 0.856069351671255 1.42286932190451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
613,tanh(x),-1.2790770174417 -1.24030132800144 -2.10349632923548 -1.16614396239355 -1.01799010505963 -0.266497224557454 -0.535624444407539 -1.33255763436349 -0.330084585056791 -0.207772604250913 0.303227353444394 0.736721629525187 1.45466163671234 0.313617137541826 1.71996516774672 0.861516528201441 1.33108864714796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
614,sin(0.5x),-1.11624010874857 -1.33065438011746 -1.85720581249905 -1.18629307620906 -1.11209931464558 -1.34250032179771 -0.603634678686216 -1.87399697306197 -0.974161358041227 -1.03082064814682 0.0707334520422442 -0.509592965439391 0.965010356857384 0.852449564141185 0.329428544196369 0.770413293452615 0.766388465986711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
614,tanh(x),-1.53916246885268 -0.767906405815387 -1.1739301324459 -0.151506560148201 -1.2307811833274 -1.34609305233118 -1.14550192247063 -1.57889612564309 -0.592305959753634 0.20742525906578 -0.119132333663293 0.000176700396553764 0.42626374775107 0.793851153028955 1.29243251163179 0.264267552856106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
615,sin(0.5x),-0.691448972568722 -1.22649041400484 -1.0243318272616 -1.89277008702178 -1.45575732085981 -0.824696031178194 -0.337667746618556 -0.475698683399225 -0.407045508728279 0.107534303951669 -0.471879125635133 1.377119719823 0.640022601069061 -0.272138904669434 1.02422934780377 0.840477801120542 0.702441253334728 1.299196993734 1.05420131283055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
615,tanh(x),-1.62945847713767 -1.0501439913451 -0.21567570504415 -0.794529009992181 -0.73905347552039 -0.79022531233426 -1.64253021806523 -1.06049250479484 -1.42925455313953 -1.10272484987968 -0.319049268517657 0.00799376076969227 0.606793759263758 0.945083800669529 1.17479908490439 1.1682410749017 0.823010070707048 0.524069583520293 0.854491666623336 0.920634227119629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
616,sin(0.5x),0.145695487228138 -0.679459325680339 -1.13439031370804 -1.00610296820857 0.172686917013034 0.278670427830376 -0.0851019696534255 0.450955720094732 0.371535347484806 0.653992776703804 1.12334007527082 0.906802411090357 1.54583406927568 0.338906347294423 1.27679077071863 1.88096741343391 1.0872672274722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
616,tanh(x),-1.56957353768199 -0.371232446693428 -1.1884762162548 -0.800932242076483 -1.50184319397403 -0.858529137575629 -1.02872421695155 0.655509761353221 0.177048282006969 -0.414822728453275 -0.14279194018088 0.626289913694311 1.07502368952959 1.17895685551279 -0.0386397272782453 0.0541386083354565 1.15088830005371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
617,sin(0.5x),-0.517470419495554 -1.34249558051616 -1.13755411324997 -0.522200883275228 -0.314900710445974 -1.26304356684631 -1.52335361434982 -0.205028695738661 -0.196715480800146 0.581627985512063 0.238921491176804 0.657845660076491 0.835436307381086 1.90332317519007 -0.089011854436358 0.991405431154521 1.079005439622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
617,tanh(x),-1.45886611864405 -1.20382886008148 -0.930344636391905 -1.38005746906123 -0.620558425752314 -1.22605710412851 -1.48336635656091 -1.66558564849403 -0.427519684890683 -0.922122356678623 -0.712102381945081 -0.0253219036533586 1.29788005075251 0.8650937333203 1.02727456520658 1.58771136054381 0.537814981528934 -0.454723686786203 1.19740117343368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
618,sin(0.5x),-1.00206137343758 -0.522768275960087 -1.57424985029253 -1.33074753181447 0.126785753212908 -1.23551763514029 -0.873107873168425 -0.628309224876891 -0.391837143703955 0.874714719099729 1.07207757024018 0.106699979664734 0.0851386566131201 0.213341395691297 0.91196007113809 0.9502719868337 0.592350147364415 1.61984516491124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
618,tanh(x),-0.964518744297169 -1.33434416270524 -1.55819325719918 -1.33364419209101 -0.440531777655446 -0.952988853729644 -0.582276967496125 -0.819110199360438 0.364088493956355 0.528375866078018 0.724779543135664 0.575861262575506 1.2602582632001 1.90470761462149 0.451566852524406 0.771105349524533 1.13687308918902 0.922015474112193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
619,sin(0.5x),-1.57810656178199 -1.11956569356818 -1.01201675699813 -0.396687909178283 -1.04479714703637 -0.804165285449408 -0.640048139097044 -0.631146086454691 -1.03218975254567 -0.46360020171789 0.429352583035539 0.787681761837435 0.958792278115299 1.56035110420092 1.263861490534 0.731479471958432 0.47901746396547 1.30413983173763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
619,tanh(x),-0.197518254557557 -0.512320667395646 -1.72398057960125 -1.11917402524264 -0.66646121470389 -0.470102784651706 -0.345696945628608 -0.90210073534493 -1.14119473443212 -1.16273254182696 -0.655607082637991 0.202541139261227 1.1078154095658 1.0308814038536 0.698402696540804 1.44043674211168 1.15179764185434 0.497335485289421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
620,sin(0.5x),-1.36933014401385 -1.86813461059148 -1.15822751724686 -0.23427281276628 -1.62601214098489 -1.07789544330294 -1.12751033556444 -0.530472012227143 -0.662162791704833 -1.04199949499442 -0.952673928900851 0.608635865642943 -0.532112372442985 -0.370203466679685 0.140506154321431 0.84912356338363 0.0417357033967997 0.605362924564242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
620,tanh(x),-1.89568449201484 -0.286341713948887 -0.855066480117114 -1.07386981890279 -1.48635428355792 -0.387015324808535 -1.29543832711559 -1.19964250689934 -0.934125695969871 -1.38155958184161 -0.588329846842679 -1.16239379047685 0.470528383093491 0.783489129881271 1.63351179110289 1.44998831890613 0.832174384385789 1.37156425729604 1.06461993491544 0.959211542634844 0.7389734718722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
621,sin(0.5x),-1.59909357938431 -0.697329664586011 -0.773817349440523 -1.1551723380971 -1.76395212978468 -1.16628449712075 -0.373009369464503 -1.28706741861329 -1.61969393116978 -0.793338608978401 -1.33502767058262 -0.130523616012615 -0.289603727149344 -0.529585193911365 0.251428151822872 0.503938742342369 0.841298755815485 1.36534636955223 0.456945660444567 0.296820888358287 1.28465245858324 0.976272527944416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
621,tanh(x),-0.456124453571221 -1.28054586062774 -0.374118899494035 -1.63019243341648 -1.02537402519293 -0.574743981533987 0.140074087413231 0.581490378200656 1.17336288167427 0.180920089196509 1.10574588526219 1.04131357297065 0.726788015360341 1.13366285320472 0.772585891424275 1.27609948548424 0.584057416264896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
622,sin(0.5x),-0.300002295496225 -1.05103058615643 -1.07510329373208 -1.16580543656014 -1.20613346358351 -0.878313034737064 -1.20651689003031 -0.670505585362846 0.0341386276026229 -1.77381311918206 -1.10563206556072 -0.245596590870561 0.289420776467023 0.15762109017194 0.605873438069989 0.407454628399636 1.37167757433143 1.26633710178629 1.49765055877735 0.828396932359922 1.71482475635309 1.43006639763787 0.851960555950038 1.06423122401605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
622,tanh(x),-1.05558539110425 0.345310626831544 -1.24865586365111 -1.52952568367654 -0.919605688229211 -1.18017142813216 -0.8640382089112 -0.520497835253524 0.811032194829917 -0.231569617834112 0.700214194994172 0.630805807749649 1.14360845675043 0.96707583204216 0.626779966429825 0.60892656853775 0.585682797461962 1.39573237015212 0.278071684157817 1.55754519913919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
623,sin(0.5x),-0.153991017943928 -0.256897504396601 -1.03751467472264 -1.27873303539468 -0.682944567056947 -0.811912205948056 -1.73012605790171 -0.282291266315648 -0.591780502624393 -0.380182360421376 0.0818671608331746 -0.761159039359491 1.09421117910234 0.206887894225452 1.5013823300644 0.454380258082695 0.352311937037091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
623,tanh(x),-0.526703966825991 -1.78682184565215 -0.969335071385983 -0.584197348386844 -0.341124710816898 -1.21728438607203 -1.36463438905479 -1.10596849669051 -1.59422344577811 -2.34076721607704 -1.03420533476051 -0.147685701698438 -0.83639624569396 0.424827511336303 0.601023155554421 0.972695520827611 0.57613006714721 1.39946557223235 0.947882709807361 1.12339576206185 0.981295104609935 0.455422140429232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
624,sin(0.5x),-0.882803081215718 -0.616895251049089 -0.74436482991001 -1.31466759893983 0.164269362206041 -0.667974183491071 -0.147060026552231 0.27375809410717 -0.602846431236479 -0.337610482402389 0.759906921398324 0.39221592907533 0.238310365790718 1.89497360546978 0.4721886237018 1.91786233419834 0.804400239957804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
624,tanh(x),-1.76983075401883 -1.05122492441293 -1.73939571168614 -0.878379299851904 -0.142080597250395 -1.4911875326492 -0.907035805791938 -0.853497896401042 -0.430815759757403 0.496780089738733 0.374465879078882 2.059694823422 2.09388074611783 0.449797610134333 0.235348068715599 0.74956947031516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
625,sin(0.5x),-0.895264680336719 -1.618707731343 -0.126157710557401 0.071422795894674 0.190481000165325 -1.11547496500384 -0.0282332045136141 -0.165185305374595 -0.152694186717163 -0.285899637148797 -0.00352956865151383 0.547383464378758 1.34332362052856 0.821520995314689 1.314560152065 1.77224187258391 0.930461134478786 0.480169163273853 1.25107271935824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
625,tanh(x),-0.302270670278875 -0.797252109357053 -1.31138384524828 -0.557889336572285 -0.27825988978357 -0.983929725186079 -1.68917539840138 -1.24303582792922 -1.22361301059032 -0.612041827912685 -0.270030559344284 0.72671225738372 1.14086758164099 0.848026174362852 -0.050241705900505 0.370714064862307 1.35353737320957 0.735220726873165 0.347626110694329 0.837610386734177 1.62681929731594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
626,sin(0.5x),-1.81133957620963 -0.469041457889357 -1.64391554067414 -1.35657351920768 -0.768721966697927 -1.13985278814558 -0.41585349250987 -0.617937524326845 -0.0111923832226978 -0.357150169144343 0.482474060011166 0.577366054443577 1.80599614196915 1.21717774769624 0.592772660251366 1.14280919115131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
626,tanh(x),-0.87024807419665 -1.20111983264537 -1.77950686198928 -1.05269308055179 -1.57643153090097 -1.0103468678321 -0.718952645924177 -0.746482624002604 0.680136306679074 -0.108119594710866 0.226601221731847 0.908652284119346 1.38521896410505 0.917822913917863 1.27003602926449 1.87318836264178 1.33356361032804 1.13794063714019 0.876272210810481 1.63201505818761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
627,sin(0.5x),-0.625795736630754 -2.04534966480095 -0.907148348597038 -0.68659216127465 -0.254040023453373 -1.13862089417863 -0.685791120366183 -0.895912575467395 -0.297357223103024 0.107144493970698 0.630581179612122 0.538572826664418 1.65898592174226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
627,tanh(x),-2.39455909205266 -1.81585362634455 -1.22952354576019 -2.27056286334963 -0.765717781882175 -1.98747850374114 -0.760551717505106 -0.696565986971723 -1.32263208971768 -0.113672188549668 -0.171560996314497 0.364335885826933 1.22153492514705 1.22221373324136 1.12119734916731 0.407684931443364 0.652833601701125 0.612884456783714 0.783180623814016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
628,sin(0.5x),-0.237521188614972 -0.695731245110654 -0.481845488954501 -1.07245844002671 -0.414705681909786 -0.729763444105694 -0.20791471758739 0.454230197276195 0.0482956278713348 0.246277367262711 0.383877863672693 0.435755433436241 0.051707475581672 0.484192693418767 0.289952574133239 0.874816297847079 1.34323995495355 1.43721187434494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
628,tanh(x),-1.33159502130395 -0.190136319893103 -0.709159157453866 -0.532940575174261 -1.04463721507703 -0.334532275077248 -1.99423322771247 -1.75717493122053 -1.00481604506629 -0.797685846678756 0.389385500823591 0.607929569343033 1.16011352409523 0.516287526863561 0.905086012791269 0.944220469998038 0.358107408845039 1.27771927113903 0.629683709551648 1.4448425639919 1.43685526524585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
629,sin(0.5x),-1.25689105335307 -0.391734232983033 -0.969753081338179 -0.90539476074154 -1.13211990588982 -1.53315697152502 -1.26835257408685 -0.582209160137701 0.594720044356708 0.678946997355273 0.62984866199236 -0.648689918866289 -0.196751498278864 1.23890380443214 1.78857143410695 1.49267987111899 0.50332559962208 0.0748235511566663 1.17801934805701 0.658660322109467 0.878454313159382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
629,tanh(x),-1.13532837466008 -1.40567941785292 -1.46599096961285 -1.39593670007398 -1.58906189673639 -1.0490331083977 -1.72099072273218 -0.584400582049283 -1.27005170661322 -1.03894584374308 0.314829676075004 0.413083492054798 1.14902810364795 1.21118645384047 0.655897932180932 0.466156269689671 1.03309964160969 1.18599737388029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
630,sin(0.5x),-1.4585297511958 -0.226351381389122 -0.778861158375069 -1.53328835277935 -0.904252530479885 -0.818380882299354 0.137625853358424 0.0768347165310962 0.473416910279081 0.0958246825599667 2.02749757926557 1.00531734763987 0.885698183106744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
630,tanh(x),-0.69836564921665 -0.179521590371719 -1.21862508714577 -0.85939832697735 -0.763060967366458 -0.887282143538551 -1.27128224444124 -1.21527485678183 -2.16576630086759 -0.194146807250037 -1.2625641911952 -0.170729040101599 0.134804102434951 0.480390467125225 1.26941232519045 0.344497316013504 0.90181593992416 1.40762249990093 1.40915546649735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
631,sin(0.5x),-1.01777769422849 -1.02467868442759 -1.16606206310941 -1.71006927019168 -0.642729808187563 -1.50498779210476 -0.209238782441839 0.627615589736406 -0.631966380123733 -0.376478356756007 0.0350461265162997 1.46007550853931 0.959740903739664 0.795820197776986 0.989155133993109 0.25452402331297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
631,tanh(x),-0.062448640531982 -1.49720741286302 -0.770061313989592 -0.66964018448588 -0.443791274316644 0.252532610642585 0.0355115030781721 1.06364868046887 0.931098697109433 1.74725018231574 0.884864612741154 1.92811365487666 1.36342378826924 -0.0319611516435551 1.18701258439186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
632,sin(0.5x),0.16862585777422 -1.09252801711714 -1.0162095234122 -1.26214904056361 -0.206305546437948 -0.985739005981854 -0.867315750645217 -1.19403667239484 -1.77653367112378 -0.854102921795513 0.186775757616691 0.216771339517432 0.0653042229515609 0.974287538963216 1.09770020447152 1.49400057734975 0.182345781133448 0.438509962792522 -0.0455416447992584 0.313415959867924 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
632,tanh(x),-1.449074077976 -0.793254294383846 -1.41533227342192 -0.95744714811081 -1.16557486997933 0.0281567300119113 -0.306224739492168 -0.326715646845377 0.899839360564149 -0.055511542271849 1.64604006851919 2.35623320400051 0.856897747884074 0.881101456682382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
633,sin(0.5x),-1.03122782643229 -0.442143768870748 -1.03615860012225 -1.60593362740346 -1.31876791956019 -0.168841680938964 -0.759581076308067 -0.765094840293647 0.0980136069750769 0.0562631711471293 -0.925496456816287 -0.220456887259443 0.0806334259485485 0.949609851979389 0.609131719795854 0.308134517538273 0.925054897227818 1.12873764908353 1.80051605433458 0.838878434707228 2.17468314564904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
633,tanh(x),-1.21534295144772 -1.68706407006342 -0.59209430871 -0.980151777129035 -0.83608176476585 -0.570750660941873 -0.516640534721903 -0.378642050987552 0.220740785031838 0.408775070577882 1.71923134288465 1.48888266573912 0.885131582100388 1.55886535072205 0.575593564741861 1.11002253949455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
634,sin(0.5x),-0.746505710778705 -0.490596079012351 -0.765124047171869 -0.877903880932477 -0.99121573785889 -1.64306530919372 -0.581692251863292 -0.791877379730179 -0.291589470670739 0.258259728456564 -0.152547757310145 -0.248934868551289 0.459664012379812 0.145330796856841 0.745961275157376 1.21550709621923 0.971720405960029 1.49966420983336 0.571277192150298 0.587100442031012 1.1858698555885 0.234271262232056 1.79698485244795 1.84697760728136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
